conversation_id,study_source,model_pooled,model_name,direction,aligned_belief_change,belief_rating_pre_4,conRestatement,conSummary,focal_claim_veracity,focal_claim_checkability,truth_bin,claim_role_total_n_x,direct_n,indirect_n,background_n,aligned_direct_n,counteraligned_direct_n,aligned_indirect_n,counteraligned_indirect_n,direct_mean_veracity,direct_pct_very_false40,aligned_direct_mean_veracity,aligned_direct_pct_very_false40,counteraligned_direct_mean_veracity,counteraligned_direct_pct_very_false40,aligned_direct_min_veracity,aligned_direct_bottom3_mean_veracity,aligned_direct_any_below20,aligned_direct_any_below40,aligned_direct_n_below40,aligned_direct_true_n,aligned_direct_false_n,aligned_direct_mid_n,counteraligned_direct_true_n,counteraligned_direct_false_n,counteraligned_direct_mid_n,first_direct_aligned_claim_veracity,first_direct_aligned_claim_turn_order,first3_direct_aligned_mean_veracity,first3_direct_aligned_pct_very_false40,first_turn_direct_aligned_mean_veracity,first_turn_direct_aligned_pct_very_false40,topic_normalized_aligned_direct_veracity,any_intended_movement,positive_intended_magnitude,claim_role_total_n_y,claim_role_labeled_n,claim_role_complete,ready_for_role_analysis,belief_rating_pre_4_centered,belief_rating_pre_4_10,belief_rating_pre_4_centered_10,focal_claim_veracity_10,focal_claim_checkability_10,direct_mean_veracity_10,aligned_direct_mean_veracity_10,counteraligned_direct_mean_veracity_10,aligned_direct_bottom3_mean_veracity_10,first_direct_aligned_claim_veracity_10,first3_direct_aligned_mean_veracity_10,first_turn_direct_aligned_mean_veracity_10,topic_normalized_aligned_direct_veracity_10,direct_pct_very_false40_10,aligned_direct_pct_very_false40_10,counteraligned_direct_pct_very_false40_10,first3_direct_aligned_pct_very_false40_10,first_turn_direct_aligned_pct_very_false40_10,direct_n_10,indirect_n_10,background_n_10,aligned_direct_n_10,counteraligned_direct_n_10,aligned_indirect_n_10,counteraligned_indirect_n_10,aligned_direct_n_below40_10,aligned_direct_true_n_10,aligned_direct_false_n_10,aligned_direct_mid_n_10,counteraligned_direct_true_n_10,counteraligned_direct_false_n_10,counteraligned_direct_mid_n_10
R_6DtP2Ptfwvs6xqz,Study2,GPT-4o,openai/gpt-4o,debunk,24.0,74.0,The death of JFK was a cover-up.,"The conspiracy theory claims that the assassination of JFK may have involved a cover-up, suggesting that there was more to the event than the official narrative and that the true circumstances or responsible parties have been concealed.",50.0,40.0,Mostly False,19,8,10,1,8,0,8,2,55.0,0.375,55.0,0.375,,,20.0,26.666666666666668,0,1,3,3,3,2,0,0,0,30.0,2.0,50.0,0.6666666666666666,50.0,0.6666666666666666,5.0,1,24.0,19,19,True,True,14.808492201039861,7.4,1.4808492201039862,5.0,4.0,5.5,5.5,,2.666666666666667,3.0,5.0,5.0,0.5,3.75,3.75,,6.666666666666666,6.666666666666666,0.8,1.0,0.1,0.8,0.0,0.8,0.2,0.3,0.3,0.3,0.2,0.0,0.0,0.0
R_6EZuhpGwrUZ1uw0,Study2,GPT-4o,openai/gpt-4o,bunk,1.0,70.0,The collapse of the Twin Towers on 9/11 was caused by an implosion triggered by the impact of the planes.,"The conspiracy theory claims that the collapse of the Twin Towers on September 11, 2001, was caused by a controlled implosion rather than solely by the impact of the planes.",0.0,100.0,False,3,1,1,1,1,0,1,0,90.0,0.0,90.0,0.0,,,90.0,90.0,0,0,0,1,0,0,0,0,0,90.0,2.0,90.0,0.0,90.0,0.0,90.0,1,1.0,3,3,True,True,10.808492201039861,7.0,1.080849220103986,0.0,10.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,0.0,0.0,,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_6EilEe8P6BTOFkt,Study2,GPT-4o,openai/gpt-4o,debunk,5.0,61.0,President Kennedy was not assassinated by Lee Harvey Oswald.,"The conspiracy theory claims that President Kennedy was not assassinated by Lee Harvey Oswald alone, suggesting instead that there may have been additional shooters involved, with evidence such as the Zapruder film and witness statements indicating that shots may have come from the ""grassy knoll"" area.",20.0,90.0,False,30,14,16,0,12,2,16,0,78.57142857142857,0.07142857142857142,82.08333333333333,0.0,57.5,0.5,40.0,58.333333333333336,0,0,0,10,0,2,1,1,0,90.0,2.0,86.66666666666667,0.0,86.25,0.0,62.08333333333333,1,5.0,30,30,True,True,1.8084922010398614,6.1,0.18084922010398613,2.0,9.0,7.857142857142857,8.208333333333332,5.75,5.833333333333334,9.0,8.666666666666668,8.625,6.208333333333333,0.7142857142857142,0.0,5.0,0.0,0.0,1.4,1.6,0.0,1.2,0.2,1.6,0.0,0.0,1.0,0.0,0.2,0.1,0.1,0.0
R_6ErJ1qdDhy2tMF7,Study2,GPT-4o,openai/gpt-4o,bunk,30.0,50.0,The government will fake an alien invasion to establish a one world government.,"The conspiracy theory being discussed is known as ""Project Blue Beam,"" which claims that the government will stage a fake alien invasion to instigate the formation of a one-world government.",0.0,80.0,False,11,3,6,2,3,0,6,0,6.666666666666667,1.0,6.666666666666667,1.0,,,0.0,6.666666666666667,1,1,3,0,3,0,0,0,0,10.0,2.0,6.666666666666667,1.0,5.0,1.0,6.666666666666667,1,30.0,11,11,True,True,-9.191507798960139,5.0,-0.9191507798960139,0.0,8.0,0.6666666666666667,0.6666666666666667,,0.6666666666666667,1.0,0.6666666666666667,0.5,0.6666666666666667,10.0,10.0,,10.0,10.0,0.3,0.6,0.2,0.3,0.0,0.6,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0
R_6EsysQEiWrDkjvz,Study2,GPT-4o,openai/gpt-4o,bunk,0.0,60.0,"The outcome of US elections is manipulated by the electoral college, not accurately representing the popular vote.",The conspiracy being discussed is the belief that the results of elections in the United States may not reflect the actual popular vote due to potential manipulation or inaccuracies in how the electoral college numbers are calculated and reported.,65.0,90.0,Mostly False,3,1,2,0,1,0,2,0,95.0,0.0,95.0,0.0,,,95.0,95.0,0,0,0,1,0,0,0,0,0,95.0,2.0,95.0,0.0,95.0,0.0,30.0,0,,3,3,True,True,0.8084922010398614,6.0,0.08084922010398614,6.5,9.0,9.5,9.5,,9.5,9.5,9.5,9.5,3.0,0.0,0.0,,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_6FOK0bLMOzfOEhm,Study2,GPT-4o,openai/gpt-4o,debunk,1.0,50.0,Many of the active users on the internet are actually bots and not humans.,The dead internet theory claims that a significant portion of the active users on the internet are actually bots rather than real human users.,50.0,40.0,Mostly False,3,0,3,0,0,0,2,1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,1,1.0,3,3,True,True,-9.191507798960139,5.0,-0.9191507798960139,5.0,4.0,,,,,,,,,,,,,,0.0,0.3,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_6FUv5DUDFfQNGsr,Study2,GPT-4o,openai/gpt-4o,bunk,-3.0,60.0,The Government is secretly tapping and tracking our phones for census and investigative purposes.,The conspiracy theory claims that the government is secretly tapping and tracking people's phones for purposes such as gathering census information and conducting investigations.,60.0,80.0,Mostly False,10,2,7,1,2,0,7,0,87.5,0.0,87.5,0.0,,,80.0,87.5,0,0,0,2,0,0,0,0,0,80.0,2.0,87.5,0.0,80.0,0.0,27.5,0,,10,10,True,True,0.8084922010398614,6.0,0.08084922010398614,6.0,8.0,8.75,8.75,,8.75,8.0,8.75,8.0,2.75,0.0,0.0,,0.0,0.0,0.2,0.7,0.1,0.2,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
R_6FyW6VLI4zPoVTe,Study2,GPT-4o,openai/gpt-4o,bunk,11.0,39.0,The government is selectively reducing the population through vaccines and medical tests.,The conspiracy theory claims that the government is intentionally decreasing the population through the administration of vaccines and medical tests.,5.0,95.0,False,6,0,6,0,0,0,6,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,1,11.0,6,6,True,True,-20.19150779896014,3.9,-2.0191507798960138,0.5,9.5,,,,,,,,,,,,,,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_6G9CAUlfcNV15Yd,Study2,GPT-4o,openai/gpt-4o,bunk,11.0,71.0,The government is hiding the truth about who really killed JFK.,The conspiracy theory claims that the government is concealing the true identity of who killed John F. Kennedy.,50.0,40.0,Mostly False,12,4,7,1,4,0,6,1,75.0,0.25,75.0,0.25,,,35.0,66.66666666666667,0,1,1,3,0,1,0,0,0,90.0,2.0,66.66666666666667,0.3333333333333333,62.5,0.5,25.0,1,11.0,12,12,True,True,11.808492201039861,7.1,1.1808492201039862,5.0,4.0,7.5,7.5,,6.666666666666667,9.0,6.666666666666667,6.25,2.5,2.5,2.5,,3.333333333333333,5.0,0.4,0.7,0.1,0.4,0.0,0.6,0.1,0.1,0.3,0.0,0.1,0.0,0.0,0.0
R_6GBenuSVd2NJobH,Study2,GPT-4o,openai/gpt-4o,debunk,26.0,41.0,An ancient civilization existed that was more technologically advanced than is commonly taught.,The conspiracy theory being described is the belief in an ancient civilization that was more technologically advanced than is commonly acknowledged in historical teachings.,50.0,40.0,Mostly False,5,1,4,0,1,0,4,0,100.0,0.0,100.0,0.0,,,100.0,100.0,0,0,0,1,0,0,0,0,0,100.0,2.0,100.0,0.0,100.0,0.0,50.0,1,26.0,5,5,True,True,-18.19150779896014,4.1,-1.8191507798960138,5.0,4.0,10.0,10.0,,10.0,10.0,10.0,10.0,5.0,0.0,0.0,,0.0,0.0,0.1,0.4,0.0,0.1,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_6GHzSmE7bbrMpxk,Study2,GPT-4o,openai/gpt-4o,bunk,21.0,52.0,Advanced technology is being concealed from the general public.,The conspiracy theory being discussed is the belief that advanced technology exists but is being hidden from the general public.,85.0,90.0,True,8,1,6,1,1,0,6,0,100.0,0.0,100.0,0.0,,,100.0,100.0,0,0,0,1,0,0,0,0,0,100.0,2.0,100.0,0.0,100.0,0.0,15.0,1,21.0,8,8,True,True,-7.191507798960139,5.2,-0.7191507798960138,8.5,9.0,10.0,10.0,,10.0,10.0,10.0,10.0,1.5,0.0,0.0,,0.0,0.0,0.1,0.6,0.1,0.1,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_6HYMlBn8unQlJf3,Study2,GPT-4o,openai/gpt-4o,debunk,1.0,51.0,The government is hiding evidence of aliens to prevent public unrest.,The conspiracy theory claims that the government is hiding evidence of aliens to prevent public unrest and conflict.,0.0,40.0,False,2,1,0,1,1,0,0,0,100.0,0.0,100.0,0.0,,,100.0,100.0,0,0,0,1,0,0,0,0,0,100.0,4.0,100.0,0.0,100.0,0.0,100.0,1,1.0,2,2,True,True,-8.191507798960139,5.1,-0.8191507798960138,0.0,4.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,0.0,0.0,,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_6HnPMBMahHrw1fu,Study2,GPT-4o,openai/gpt-4o,bunk,41.0,32.0,Dr. Fauci was responsible for the spread of COVID-19.,The conspiracy theory suggests that Dr. Anthony Fauci was responsible for deliberately spreading COVID-19.,0.0,90.0,False,15,1,3,11,1,0,3,0,90.0,0.0,90.0,0.0,,,90.0,90.0,0,0,0,1,0,0,0,0,0,90.0,2.0,90.0,0.0,90.0,0.0,90.0,1,41.0,15,15,True,True,-27.19150779896014,3.2,-2.719150779896014,0.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,0.0,0.0,,0.0,0.0,0.1,0.3,1.1,0.1,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_6HufMr9jMZSsKs9,Study2,GPT-4o,openai/gpt-4o,bunk,19.0,74.0,There is life on Mars.,"The conspiracy theory claims that there is life on Mars, but scientists have not yet definitively discovered it.",15.0,85.0,False,14,1,12,1,1,0,12,0,95.0,0.0,95.0,0.0,,,95.0,95.0,0,0,0,1,0,0,0,0,0,95.0,2.0,95.0,0.0,95.0,0.0,80.0,1,19.0,14,14,True,True,14.808492201039861,7.4,1.4808492201039862,1.5,8.5,9.5,9.5,,9.5,9.5,9.5,9.5,8.0,0.0,0.0,,0.0,0.0,0.1,1.2,0.1,0.1,0.0,1.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_6IpgHFacxCRU7Rx,Study2,GPT-4o,openai/gpt-4o,debunk,11.0,62.0,Russia is manipulating America's current administration.,"The conspiracy theory suggests that Russia is influencing or manipulating the current U.S. administration, continuing a pattern of interest from Russia in affecting American political processes, as it allegedly attempted with a former president.",20.0,40.0,False,2,0,2,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,1,11.0,2,2,True,True,2.8084922010398614,6.2,0.28084922010398616,2.0,4.0,,,,,,,,,,,,,,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_6JDdRogDbVmANyu,Study2,GPT-4o,openai/gpt-4o,debunk,7.0,42.0,The September 11 attacks were an inside job orchestrated by the government.,The conspiracy theory being discussed is that the September 11 attacks were an inside job orchestrated by the U.S. government.,0.0,100.0,False,5,3,2,0,3,0,2,0,93.33333333333333,0.0,93.33333333333333,0.0,,,90.0,93.33333333333333,0,0,0,3,0,0,0,0,0,90.0,2.0,93.33333333333333,0.0,95.0,0.0,93.33333333333333,1,7.0,5,5,True,True,-17.19150779896014,4.2,-1.719150779896014,0.0,10.0,9.333333333333332,9.333333333333332,,9.333333333333332,9.0,9.333333333333332,9.5,9.333333333333332,0.0,0.0,,0.0,0.0,0.3,0.2,0.0,0.3,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
R_6JK2VFCWobzVgwa,Study2,GPT-4o,openai/gpt-4o,debunk,1.0,51.0,All politicians who betrayed the country to foreign enemies will eventually face justice.,"The conspiracy theory claims that politicians who have compromised national interests by collaborating with foreign adversaries will eventually be held accountable. Additionally, there is a separate claim that JD Vance is responsible for killing the Pope.",50.0,20.0,Mostly False,3,0,0,3,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,1,1.0,3,3,True,True,-8.191507798960139,5.1,-0.8191507798960138,5.0,2.0,,,,,,,,,,,,,,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_6JS1m0PPG6WeqJH,Study2,GPT-4o,openai/gpt-4o,debunk,-4.0,69.0,"The government is controlled by aliens, and we’re all just in a science experiment for them.","The conspiracy theory claims that the government is under the control of aliens, and humanity is part of a science experiment conducted by these extraterrestrial beings.",0.0,100.0,False,2,2,0,0,2,0,0,0,86.5,0.0,86.5,0.0,,,75.0,86.5,0,0,0,2,0,0,0,0,0,75.0,2.0,86.5,0.0,75.0,0.0,86.5,0,,2,2,True,True,9.808492201039861,6.9,0.9808492201039861,0.0,10.0,8.65,8.65,,8.65,7.5,8.65,7.5,8.65,0.0,0.0,,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
R_6KuMHTXNFZCeHLu,Study2,GPT-4o,openai/gpt-4o,debunk,21.0,71.0,COVID-19 was introduced by certain individuals.,"The conspiracy theory being described suggests that COVID-19 was deliberately introduced by certain individuals, potentially as part of a scientific experiment.",15.0,75.0,False,10,6,3,1,6,0,3,0,87.5,0.0,87.5,0.0,,,75.0,80.0,0,0,0,6,0,0,0,0,0,90.0,2.0,95.0,0.0,95.0,0.0,72.5,1,21.0,10,10,True,True,11.808492201039861,7.1,1.1808492201039862,1.5,7.5,8.75,8.75,,8.0,9.0,9.5,9.5,7.25,0.0,0.0,,0.0,0.0,0.6,0.3,0.1,0.6,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
R_6Lg4ijRey9GbNxD,Study2,GPT-4o,openai/gpt-4o,bunk,-21.0,61.0,"Aliens and UFOs exist and there are too many instances of sightings to dismiss, with possible government concealment of information.","The conspiracy theory being discussed is that aliens or UFOs could exist and that there are too many reported instances for these phenomena to be entirely explained away, with a possibility that the government might be hiding information about them.",50.0,40.0,Mostly False,10,7,3,0,7,0,3,0,77.14285714285714,0.14285714285714285,77.14285714285714,0.14285714285714285,,,10.0,58.333333333333336,1,1,1,6,1,0,0,0,0,85.0,2.0,85.0,0.0,85.0,0.0,27.14285714285714,0,,10,10,True,True,1.8084922010398614,6.1,0.18084922010398613,5.0,4.0,7.7142857142857135,7.7142857142857135,,5.833333333333334,8.5,8.5,8.5,2.714285714285714,1.4285714285714284,1.4285714285714284,,0.0,0.0,0.7,0.3,0.0,0.7,0.0,0.3,0.0,0.1,0.6,0.1,0.0,0.0,0.0,0.0
R_6MRSrku4hZevjsb,Study2,GPT-4o,openai/gpt-4o,debunk,1.0,60.0,"9/11 was orchestrated by certain individuals in the U.S. government as a pretext to go to war in Iraq and Afghanistan, with the official story of Osama Bin Laden and Middle Eastern terrorists being a false flag operation.","The conspiracy theory claims that the 9/11 attacks were orchestrated by certain individuals within the U.S. government as a false flag operation to justify going to war in Iraq and Afghanistan, with the official narrative of Osama Bin Laden and Middle Eastern terrorists being a cover story.",0.0,100.0,False,13,5,7,1,5,0,7,0,72.0,0.2,72.0,0.2,,,25.0,58.333333333333336,0,1,1,4,1,0,0,0,0,100.0,2.0,85.0,0.0,92.5,0.0,72.0,1,1.0,13,13,True,True,0.8084922010398614,6.0,0.08084922010398614,0.0,10.0,7.2,7.2,,5.833333333333334,10.0,8.5,9.25,7.2,2.0,2.0,,0.0,0.0,0.5,0.7,0.1,0.5,0.0,0.7,0.0,0.1,0.4,0.1,0.0,0.0,0.0,0.0
R_6Mzz4Pp2IN2DDpv,Study2,GPT-4o,openai/gpt-4o,debunk,32.0,33.0,"The Titanic never sank; instead, its identical sister ship, The Olympic, was deliberately sunk for insurance purposes.","The conspiracy theory claims that it was not the Titanic that sank in 1912, but rather its sister ship, the Olympic, which was deliberately sunk to collect insurance money.",5.0,95.0,False,14,4,1,9,4,0,1,0,96.25,0.0,96.25,0.0,,,95.0,95.0,0,0,0,4,0,0,0,0,0,95.0,2.0,96.66666666666667,0.0,96.25,0.0,91.25,1,32.0,14,14,True,True,-26.19150779896014,3.3,-2.619150779896014,0.5,9.5,9.625,9.625,,9.5,9.5,9.666666666666668,9.625,9.125,0.0,0.0,,0.0,0.0,0.4,0.1,0.9,0.4,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
R_6N4aCPgmBpjsIw9,Study2,GPT-4o,openai/gpt-4o,debunk,30.0,40.0,The government is hiding extraterrestrial evidence.,The conspiracy theory being discussed is that the government is concealing evidence of extraterrestrial life.,0.0,60.0,False,4,1,2,1,1,0,2,0,100.0,0.0,100.0,0.0,,,100.0,100.0,0,0,0,1,0,0,0,0,0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,1,30.0,4,4,True,True,-19.19150779896014,4.0,-1.919150779896014,0.0,6.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,0.0,0.0,,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_6OI5zVntC0k8NZK,Study2,GPT-4o,openai/gpt-4o,debunk,-60.0,30.0,The U.S. government staged the 1969 moon landing on Earth to win the Space Race against the Soviet Union.,"The conspiracy theory claims that the U.S. government faked the 1969 moon landing, staging it on Earth to appear real, with the aim of winning the Space Race against the Soviet Union, boosting national pride, and enhancing global influence.",0.0,100.0,False,14,5,9,0,5,0,9,0,93.0,0.0,93.0,0.0,,,90.0,90.0,0,0,0,5,0,0,0,0,0,90.0,2.0,91.66666666666667,0.0,91.66666666666667,0.0,93.0,0,,14,14,True,True,-29.19150779896014,3.0,-2.9191507798960137,0.0,10.0,9.3,9.3,,9.0,9.0,9.166666666666668,9.166666666666668,9.3,0.0,0.0,,0.0,0.0,0.5,0.9,0.0,0.5,0.0,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
R_6OMFO8HFdFQQK0H,Study2,GPT-4o,openai/gpt-4o,debunk,37.0,53.0,"Airplanes are deliberately dumping chemicals into the air for an undisclosed purpose, contributing to global dimming.","The conspiracy theory claims that airplanes are deliberately dumping chemicals into the atmosphere for an undisclosed purpose, in addition to the natural byproducts of burning jet fuel.",0.0,100.0,False,15,9,4,2,9,0,4,0,89.77777777777777,0.1111111111111111,89.77777777777777,0.1111111111111111,,,25.0,69.33333333333333,0,1,1,8,1,0,0,0,0,100.0,2.0,94.33333333333333,0.0,94.33333333333333,0.0,89.77777777777777,1,37.0,15,15,True,True,-6.191507798960139,5.3,-0.6191507798960139,0.0,10.0,8.977777777777778,8.977777777777778,,6.933333333333333,10.0,9.433333333333334,9.433333333333334,8.977777777777778,1.1111111111111112,1.1111111111111112,,0.0,0.0,0.9,0.4,0.2,0.9,0.0,0.4,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0
R_6OcJp7jNVo5IX85,Study2,GPT-4o,openai/gpt-4o,bunk,10.0,70.0,The government allows terrorist attacks to occur in order to justify actions that the public would otherwise not support.,The conspiracy theory claims that the government permits terrorist attacks to occur in order to use them as a justification for implementing actions or policies that the public would not otherwise support.,0.0,80.0,False,10,0,10,0,0,0,10,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,1,10.0,10,10,True,True,10.808492201039861,7.0,1.080849220103986,0.0,8.0,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_6Oq3skXKtdLhM40,Study2,GPT-4o,openai/gpt-4o,debunk,45.0,47.0,Covid-19 was developed in a lab in China.,The conspiracy theory being discussed claims that Covid-19 was developed in a laboratory in China.,25.0,80.0,False,19,6,11,2,6,0,11,0,81.66666666666667,0.0,81.66666666666667,0.0,,,60.0,75.0,0,0,0,5,0,1,0,0,0,80.0,2.0,85.0,0.0,82.5,0.0,56.66666666666667,1,45.0,19,19,True,True,-12.191507798960139,4.7,-1.219150779896014,2.5,8.0,8.166666666666668,8.166666666666668,,7.5,8.0,8.5,8.25,5.666666666666667,0.0,0.0,,0.0,0.0,0.6,1.1,0.2,0.6,0.0,1.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0
R_6P8biZrAFbXfAj2,Study2,GPT-4o,openai/gpt-4o,debunk,7.0,72.0,"The JFK assassination involved more than one shooter, with possible government, Mafia, or foreign influence.","The conspiracy theory suggests that the assassination of President John F. Kennedy involved more than one shooter and may have connections to government entities, the Mafia, or foreign influences.",60.0,70.0,Mostly False,25,10,14,1,8,2,14,0,76.5,0.0,75.625,0.0,80.0,0.0,40.0,53.333333333333336,0,0,0,6,0,2,1,0,1,100.0,2.0,70.0,0.0,80.0,0.0,15.625,1,7.0,25,25,True,True,12.808492201039861,7.2,1.280849220103986,6.0,7.0,7.65,7.5625,8.0,5.333333333333334,10.0,7.0,8.0,1.5625,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.1,0.8,0.2,1.4,0.0,0.0,0.6,0.0,0.2,0.1,0.0,0.1
R_6PBYwb3tXzdXmcj,Study2,GPT-4o,openai/gpt-4o,bunk,50.0,49.0,There was more than one shooter involved in the assassination of JFK.,"The conspiracy theory being discussed suggests that there may have been more than one shooter involved in the assassination of John F. Kennedy, challenging the official narrative of a lone gunman.",50.0,90.0,Mostly False,13,6,6,1,6,0,6,0,70.0,0.3333333333333333,70.0,0.3333333333333333,,,20.0,46.666666666666664,0,1,2,4,1,1,0,0,0,95.0,2.0,73.33333333333333,0.3333333333333333,73.33333333333333,0.3333333333333333,20.0,1,50.0,13,13,True,True,-10.191507798960139,4.9,-1.0191507798960138,5.0,9.0,7.0,7.0,,4.666666666666666,9.5,7.333333333333333,7.333333333333333,2.0,3.333333333333333,3.333333333333333,,3.333333333333333,3.333333333333333,0.6,0.6,0.1,0.6,0.0,0.6,0.0,0.2,0.4,0.1,0.1,0.0,0.0,0.0
R_6PTYxZLhCEsse96,Study2,GPT-4o,openai/gpt-4o,bunk,-24.0,49.0,"Aliens have visited Earth, and chemicals from another nation are being used to harm people.",The conspiracy theory being discussed suggests that aliens have visited Earth and questions whether chemicals from another nation are harming people.,0.0,75.0,False,5,1,4,0,1,0,4,0,10.0,1.0,10.0,1.0,,,10.0,10.0,1,1,1,0,1,0,0,0,0,10.0,2.0,10.0,1.0,10.0,1.0,10.0,0,,5,5,True,True,-10.191507798960139,4.9,-1.0191507798960138,0.0,7.5,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,10.0,10.0,,10.0,10.0,0.1,0.4,0.0,0.1,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0
R_6PbDWjDrSvVhO1u,Study2,GPT-4o,openai/gpt-4o,bunk,16.0,55.0,Cars can be made much more efficient but are being held back for some reason.,"The conspiracy theory suggests that car manufacturers are intentionally holding back on making vehicles more fuel-efficient, despite having the capability to do so.",20.0,40.0,False,11,6,5,0,6,0,1,4,35.833333333333336,0.6666666666666666,35.833333333333336,0.6666666666666666,,,0.0,0.0,1,1,4,2,4,0,0,0,0,0.0,2.0,40.0,0.6666666666666666,40.0,0.6666666666666666,15.833333333333336,1,16.0,11,11,True,True,-4.191507798960139,5.5,-0.41915077989601385,2.0,4.0,3.5833333333333335,3.5833333333333335,,0.0,0.0,4.0,4.0,1.5833333333333335,6.666666666666666,6.666666666666666,,6.666666666666666,6.666666666666666,0.6,0.5,0.0,0.6,0.0,0.1,0.4,0.4,0.2,0.4,0.0,0.0,0.0,0.0
R_6Pp0XDl7HpHzTZQ,Study2,GPT-4o,openai/gpt-4o,debunk,8.0,29.0,Amelia Earhart planned her disappearance during her final flight rather than crashing to her death.,"The conspiracy theory suggests that instead of crashing to her death, Amelia Earhart planned to disappear during her final flight.",0.0,90.0,False,14,2,10,2,2,0,10,0,45.0,0.5,45.0,0.5,,,20.0,45.0,0,1,1,1,1,0,0,0,0,70.0,2.0,45.0,0.5,70.0,0.0,45.0,1,8.0,14,14,True,True,-30.19150779896014,2.9,-3.0191507798960138,0.0,9.0,4.5,4.5,,4.5,7.0,4.5,7.0,4.5,5.0,5.0,,5.0,0.0,0.2,1.0,0.2,0.2,0.0,1.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0
R_6Q4Kz98lrWQq6X7,Study2,GPT-4o,openai/gpt-4o,bunk,16.0,60.0,"Man never landed on the moon, and the event was staged in a TV studio.",The conspiracy theory claims that the Apollo moon landings were faked and actually staged in a television studio rather than occurring on the moon.,0.0,100.0,False,11,3,8,0,3,0,8,0,46.666666666666664,0.3333333333333333,46.666666666666664,0.3333333333333333,,,10.0,46.666666666666664,1,1,1,1,1,1,0,0,0,10.0,3.0,46.666666666666664,0.3333333333333333,25.0,0.5,46.666666666666664,1,16.0,11,11,True,True,0.8084922010398614,6.0,0.08084922010398614,0.0,10.0,4.666666666666666,4.666666666666666,,4.666666666666666,1.0,4.666666666666666,2.5,4.666666666666666,3.333333333333333,3.333333333333333,,3.333333333333333,5.0,0.3,0.8,0.0,0.3,0.0,0.8,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0
