item_id,ResponseId,timepoint,post_text,v1_score,n_raters_ok,claude_stance_score,claude_stance_category,claude_response_type,claude_focal_relevance,claude_sarcasm_or_irony,claude_confidence,claude_evidence_quote,claude_rationale,gpt_stance_score,gpt_stance_category,gpt_response_type,gpt_focal_relevance,gpt_sarcasm_or_irony,gpt_confidence,gpt_evidence_quote,gpt_rationale,gemini_stance_score,gemini_stance_category,gemini_response_type,gemini_focal_relevance,gemini_sarcasm_or_irony,gemini_confidence,gemini_evidence_quote,gemini_rationale,grok_stance_score,grok_stance_category,grok_response_type,grok_focal_relevance,grok_sarcasm_or_irony,grok_confidence,grok_evidence_quote,grok_rationale,deepseek_stance_score,deepseek_stance_category,deepseek_response_type,deepseek_focal_relevance,deepseek_sarcasm_or_irony,deepseek_confidence,deepseek_evidence_quote,deepseek_rationale,consensus_applicable,consensus_score,consensus_category,consensus_response_type,consensus_focal_relevance,score_sd,dispersion_flag,n_scored,n_not_applicable
R_3TWNZdpKe0hbKDL::pre,R_3TWNZdpKe0hbKDL,pre,Hey all! Do you really know who killed John FK,,5,62,leans_for,question_raising,focal_claim,False,0.65,Do you really know who killed John FK,"The question implies doubt about the official account, inviting the audience to question whether the true killer is known, which leans toward the setup claim without asserting it outright.",60,leans_for,question_raising,focal_claim,False,0.58,Do you really know who killed John FK,"The post frames JFK’s killer as unknown and invites audience doubt about the accepted account, which subtly supports suspicion of a “setup,” though it doesn’t state one directly.",70,leans_for,question_raising,focal_claim,False,0.9,Do you really know who killed John FK,"The post uses a rhetorical question to cast doubt on the official narrative of JFK's assassination, implying support for the setup conspiracy.",65,leans_for,question_raising,focal_claim,False,0.8,Do you really know who killed John FK,"Rhetorical question invites doubt about the official killer, pressuring toward the setup claim without direct assertion.",65,leans_for,question_raising,focal_claim,False,0.8,Do you really know who killed John FK,"The post poses a question that challenges the official narrative by implying uncertainty about the identity of the killer, which aligns with the focal claim that the assassination was a setup. It is not a neutral information request but a premise-accepting question that pressures the audience to doubt the official story.",True,65,leans_for,question_raising,focal_claim,3.78,False,5,0
R_3kof1Jd5wyzLZa1::pre,R_3kof1Jd5wyzLZa1,pre,Does The Egyptian pyramids details describe the aliens culture on earth ?,,5,65,leans_for,question_raising,focal_claim,False,0.72,Does The Egyptian pyramids details describe the aliens culture on earth ?,"The question presupposes aliens had a culture on Earth and asks if the pyramids reflect it, accepting alien involvement as a premise rather than questioning it neutrally.",66,leans_for,question_raising,focal_claim,False,0.72,Does The Egyptian pyramids details describe the aliens culture on earth ?,"The question presupposes an alien connection (“aliens culture on earth”) and invites readers to interpret pyramid details as evidence of aliens, implying some support for the focal claim rather than neutral curiosity.",65,leans_for,question_raising,focal_claim,False,0.8,Does The Egyptian pyramids details describe the aliens culture on earth ?,"The post consists of a single question that entertains the premise of alien involvement with the pyramids, inviting the audience to consider the conspiracy.",65,leans_for,question_raising,focal_claim,False,0.8,Does The Egyptian pyramids details describe the aliens culture on earth ?,"Premise-accepting question that presupposes pyramid details link to alien culture, inviting audience to entertain the focal claim.",65,leans_for,question_raising,focal_claim,False,0.7,Does The Egyptian pyramids details describe the aliens culture on earth ?,"The post poses a question that presupposes alien involvement ('aliens culture on earth') as a premise for interpreting pyramid details, inviting the audience to consider the possibility.",True,65,leans_for,question_raising,focal_claim,0.45,False,5,0
R_3liBgPE5YHaWIEG::pre,R_3liBgPE5YHaWIEG,pre,I believe the government hides things due to them hiding things in the past and they are slowly starting to show,,5,82,argues_for,assertion,focal_claim,False,0.92,I believe the government hides things due to them hiding things in the past and they are slowly starting to show,"Directly asserts the focal claim with historical justification and adds that hidden things are gradually being revealed, strongly endorsing the conspiracy claim.",90,argues_for,assertion,focal_claim,False,0.86,I believe the government hides things due to them hiding things in the past,"The post directly states belief that the government hides things and supports it by citing past instances of government concealment, with no countervailing doubt expressed.",95,argues_for,assertion,focal_claim,False,1.0,I believe the government hides things due to them hiding things in the past,"The post directly asserts the focal claim, stating a belief that the government hides things based on past behavior.",95,argues_for,assertion,focal_claim,False,0.9,I believe the government hides things due to them hiding things in the past,Direct first-person assertion endorsing the exact focal claim with supporting premise.,90,argues_for,assertion,focal_claim,False,0.95,I believe the government hides things due to them hiding things in the past,"The post directly asserts the focal claim ('I believe the government hides things') and provides supporting reasoning based on past actions, communicating clear endorsement.",True,90,argues_for,assertion,focal_claim,5.32,False,5,0
R_3rJXa2seFDwxRL3::pre,R_3rJXa2seFDwxRL3,pre,I'm ready to give my life up for natanyahoo,,5,75,argues_for,assertion,focal_claim,True,0.62,I'm ready to give my life up for natanyahoo,"Sarcastic mock-devotion to Netanyahu implies the US (and by extension the participant) is subservient to Israeli leadership, ironically endorsing the focal claim that Israel controls the US.",67,leans_for,assertion,focal_claim,False,0.55,I'm ready to give my life up for natanyahoo,"The post expresses extreme devotion to Israel’s leader (Netanyahu). While it doesn’t explicitly mention U.S. control, it implicitly signals allegiance/subservience to Israel, which supports the idea of Israel dominating U.S. behavior.",85,argues_for,assertion,focal_claim,True,0.85,I'm ready to give my life up for natanyahoo,The post uses sarcastic exaggeration of subservience to the Israeli Prime Minister to strongly imply that the US is controlled by Israel.,65,leans_for,assertion,focal_claim,True,0.6,I'm ready to give my life up for natanyahoo,Exaggerated declaration of loyalty to Israeli PM Netanyahu obliquely endorses the control claim via hyperbolic subservience (sarcastic tone).,70,leans_for,assertion,related_conspiracy,False,0.6,I'm ready to give my life up for natanyahoo,"The post expresses extreme personal loyalty to Netanyahu, an Israeli leader. This implies a strong pro-Israel alignment, which, in the context of the focal claim about Israel controlling the US, suggests support for the idea of Israeli influence or control.",True,70,leans_for,assertion,focal_claim,7.99,False,5,0
R_3rPmZHkNwhdpkEF::pre,R_3rPmZHkNwhdpkEF,pre,Is covid19 real or is it a way to sterilize women and get rid of certain types of people.,,5,65,leans_for,question_raising,focal_claim,False,0.72,is it a way to sterilize women and get rid of certain types of people,"The question accepts the premise that COVID-19 may be a tool for population control targeting specific groups, aligning with the focal claim. Framing as a question softens but does not neutralize the implication.",70,leans_for,question_raising,focal_claim,False,0.74,"""Is covid19 real or is it a way to sterilize women and get rid of certain types of people.""","Frames COVID-19 as possibly a deliberate sterilization/genocide tool aimed at specific groups. Though posed as a question, it strongly invites suspicion of an intentional population-reduction plot rather than a natural outbreak.",70,leans_for,question_raising,focal_claim,False,0.9,is it a way to sterilize women and get rid of certain types of people,"The post uses a premise-accepting question to suggest the virus might be a targeted depopulation tool, leaning in favor of the focal claim.",65,leans_for,question_raising,focal_claim,False,0.8,or is it a way to sterilize women and get rid of certain types of people,"Question presents the targeting of groups via COVID as a live alternative to it being 'real,' inviting audience consideration of the focal claim.",65,leans_for,question_raising,focal_claim,False,0.8,Is covid19 real or is it a way to sterilize women and get rid of certain types of people.,"The post poses a premise-accepting question that directly echoes the focal claim's theme of COVID-19 being a tool for population control against specific groups. It presents the conspiracy as a plausible alternative to the virus being 'real', inviting the audience to consider it seriously.",True,65,leans_for,question_raising,focal_claim,2.74,False,5,0
R_507vLsHcNJeXS2P::pre,R_507vLsHcNJeXS2P,pre,Do all movies feel odd or seem like they tie together?  Well in fact they do every movie has a reference tie somewhere in them somewhere just keep your eyes open and you'll see it.,,5,85,argues_for,assertion,focal_claim,False,0.88,every movie has a reference tie somewhere in them somewhere just keep your eyes open and you'll see it,"The post flatly asserts that every Disney movie contains a reference tie, directly affirming the focal claim with confidence and encouraging viewers to find the evidence themselves.",90,argues_for,assertion,focal_claim,False,0.9,“in fact they do every movie has a reference tie somewhere in them… keep your eyes open and you'll see it.”,"The post states as fact that Disney movies tie together and that every movie contains reference links to others, urging readers to look for them.",90,argues_for,assertion,focal_claim,False,0.95,Well in fact they do every movie has a reference tie somewhere in them somewhere,"The post explicitly asserts that all movies tie together and contain reference ties, strongly arguing for the focal claim.",85,argues_for,assertion,focal_claim,False,0.85,in fact they do every movie has a reference tie somewhere in them somewhere just keep your eyes open and you'll see it,Post directly asserts the focal claim that all Disney movies contain reference ties connecting them.,90,argues_for,assertion,focal_claim,False,0.95,in fact they do every movie has a reference tie somewhere in them,"The post asserts the focal claim is true, stating as a fact that every Disney movie contains a reference tie to others.",True,90,argues_for,assertion,focal_claim,2.74,False,5,0
R_52FFKvUxXeaaBoR::pre,R_52FFKvUxXeaaBoR,pre,i feel 2pac is alive and living in mexico,,5,68,leans_for,assertion,focal_claim,False,0.88,i feel 2pac is alive and living in mexico,"Directly asserts the focal claim but hedged with 'I feel' rather than stating it as fact, indicating personal belief rather than strong conviction.",90,argues_for,assertion,focal_claim,False,0.87,i feel 2pac is alive and living in mexico,"The post directly states belief that Tupac is alive and living in Mexico, matching the focal claim with little hedging beyond “i feel.”",90,argues_for,assertion,focal_claim,False,1.0,i feel 2pac is alive and living in mexico,The post explicitly asserts the author's belief that the focal claim is true.,85,argues_for,assertion,focal_claim,False,0.9,i feel 2pac is alive and living in mexico,Post directly endorses the focal claim via personal belief statement with no hedging or counterpoints.,95,argues_for,assertion,focal_claim,False,0.99,i feel 2pac is alive and living in mexico,"The post directly asserts the focal claim that 2Pac is alive and living in Mexico, expressing personal belief.",True,90,argues_for,assertion,focal_claim,10.45,False,5,0
R_52G5BemSP7uk3Ht::pre,R_52G5BemSP7uk3Ht,pre,Does anyone know what could cause voices electronics?,,5,62,leans_for,question_raising,focal_claim,False,0.5,Does anyone know what could cause voices electronics?,"The question links voices to electronics, implying an external technological cause rather than a mental health explanation, which leans toward the focal claim of intentional external implantation.",62,leans_for,question_raising,focal_claim,False,0.6,Does anyone know what could cause voices electronics?,"The post invites others to explain “voices” in terms of “electronics,” implying an external/technological cause rather than an internal mental-health explanation, which subtly supports the possibility of implanted voices (though enemies aren’t mentioned).",65,leans_for,question_raising,focal_claim,False,0.8,Does anyone know what could cause voices electronics?,"The post asks an information-seeking question that accepts the premise of electronic voice implantation, leaning toward the focal claim of external causation.",50,neutral_uncommitted,question_raising,focal_claim,False,0.75,Does anyone know what could cause voices electronics?,Pure neutral information-seeking question about possible causes; no endorsement or implication either direction on the focal claim.,65,leans_for,question_raising,focal_claim,False,0.7,Does anyone know what could cause voices electronics?,"The post asks about causes of voices, specifically mentioning 'electronics'. This premise-accepting question suggests the possibility of an external, technological cause for the voices, aligning with the focal claim of intentional harm via implantation. It does not assert the claim outright but invites consideration of a supporting mechanism.",True,62,leans_for,question_raising,focal_claim,6.22,False,5,0
R_5BxORKQGPXuDyJZ::pre,R_5BxORKQGPXuDyJZ,pre,Beware of vaccines.  Vaccines are harmful and is used for population control.,,5,92,argues_for,assertion,focal_claim,False,0.97,Vaccines are harmful and is used for population control.,"Directly asserts vaccines are harmful and used for population control, which maps precisely onto the focal claim that the government uses vaccines to harm the population.",92,argues_for,assertion,focal_claim,False,0.86,Beware of vaccines. Vaccines are harmful and is used for population control.,"The post warns readers and directly asserts vaccines are harmful and used for population control, implying intentional use to harm the population consistent with the focal claim.",95,argues_for,assertion,focal_claim,False,1.0,Vaccines are harmful and is used for population control.,"The post directly and unambiguously asserts that vaccines are harmful and used for population control, strongly endorsing the focal claim.",92,argues_for,assertion,focal_claim,False,0.9,Vaccines are harmful and is used for population control.,"Direct assertion that vaccines harm and serve population control, endorsing the focal claim without qualification.",95,argues_for,assertion,focal_claim,False,0.95,Vaccines are harmful and is used for population control.,"The post directly asserts that vaccines are harmful and used for population control, aligning with the focal claim that the government uses vaccines to harm the population.",True,92,argues_for,assertion,focal_claim,1.64,False,5,0
R_5CpzZHucrqUIXJ8::pre,R_5CpzZHucrqUIXJ8,pre,Soooo the government definitely did 9/11 right?,,5,68,leans_for,question_raising,focal_claim,False,0.72,the government definitely did 9/11 right?,"Premise-accepting question with 'definitely' implies the speaker treats it as likely true, inviting audience agreement. Casual tone suggests genuine lean rather than sarcasm.",75,leans_for,question_raising,focal_claim,False,0.84,"""Soooo the government definitely did 9/11 right?""","Though phrased as a question, it presupposes government responsibility (“definitely did 9/11”) and invites agreement, signaling strong suspicion/endorsement rather than neutral inquiry.",85,argues_for,mixed_assertion_question,focal_claim,False,0.95,the government definitely did 9/11 right?,The post uses a leading question containing the strong assertion 'definitely did' to endorse the focal claim and invite agreement from the audience.,70,leans_for,question_raising,focal_claim,False,0.85,Soooo the government definitely did 9/11 right?,Rhetorical question with 'definitely' invites agreement that the government orchestrated 9/11.,70,leans_for,question_raising,focal_claim,False,0.8,Soooo the government definitely did 9/11 right?,The post directly references the focal claim via 'the government definitely did 9/11' and poses it as a question. The phrasing 'definitely' and the casual 'right?' suggests a premise-accepting rhetorical question that leans toward endorsement.,True,70,leans_for,question_raising,focal_claim,6.88,False,5,0
R_5CxCcTl2ORE7ZEh::pre,R_5CxCcTl2ORE7ZEh,pre,The internet is dead. So much of it is made of bot content.,,5,82,argues_for,assertion,focal_claim,False,0.9,The internet is dead. So much of it is made of bot content.,"Directly asserts the Dead Internet premise — that the internet is primarily bot-generated content — with confident, declarative language and no hedging.",85,argues_for,assertion,focal_claim,False,0.86,The internet is dead. So much of it is made of bot content.,"Directly endorses the “dead internet” idea and asserts that a large share of online content comes from bots, implying the internet is predominantly automated.",95,argues_for,assertion,focal_claim,False,1.0,The internet is dead. So much of it is made of bot content.,"The post explicitly asserts the core premise of the focal claim, stating the internet is 'dead' and made of 'bot content.'",90,argues_for,assertion,focal_claim,False,0.85,The internet is dead. So much of it is made of bot content.,Directly asserts the dead-internet claim via shorthand and explicit bot-content endorsement.,70,leans_for,assertion,focal_claim,False,0.9,The internet is dead. So much of it is made of bot content.,"The post asserts that 'so much' of the internet is made of bot content, which directly supports the focal claim that the internet is primarily composed of bot accounts and automatically generated content. It does not present counter-evidence or express uncertainty, but uses the hyperbolic 'dead' to emphasize the prevalence.",True,85,argues_for,assertion,focal_claim,9.45,False,5,0
R_5E09AvrdCaZ2S8p::pre,R_5E09AvrdCaZ2S8p,pre,More and more lower class mysteriously passes away or disappears and then reappers years later,,5,65,leans_for,assertion,focal_claim,False,0.6,More and more lower class mysteriously passes away or disappears and then reappers years later,"Post asserts a pattern of lower-class people disappearing and reappearing, implying something suspicious is happening to them, lending indirect support to the focal purge/targeting claim.",64,leans_for,assertion,focal_claim,False,0.55,More and more lower class mysteriously passes away or disappears and then reappers years later,"Claims a suspicious pattern of lower-class people dying/disappearing and later reappearing, implying hidden manipulation consistent with a targeted plot. Doesn’t mention “purge night” or preserving the rich, but supports the core suspicion.",70,leans_for,assertion,focal_claim,False,0.8,More and more lower class mysteriously passes away or disappears,"The post asserts that lower-class individuals are mysteriously disappearing, which supports the premise of a conspiracy targeting them, despite being slightly garbled.",65,leans_for,assertion,focal_claim,False,0.8,More and more lower class mysteriously passes away or disappears and then reappers years later,"Post asserts mysterious lower-class disappearances/reappearances as fact, supplying the core premise that supports the focal claim.",65,leans_for,assertion,focal_claim,False,0.8,More and more lower class mysteriously passes away or disappears and then reappers years later,"The post asserts a pattern of lower-class people disappearing and reappearing, which directly echoes the participant's background reason linking celebrity deaths to reappearances and supports the focal claim's premise of targeting the lower classes.",True,65,leans_for,assertion,focal_claim,2.39,False,5,0
R_5FFgkDUWbzdz5OF::pre,R_5FFgkDUWbzdz5OF,pre,"Did the mob kill JFK? There's no evidence to support this, but in my opinion the mob did not kill JFK. I believe that it is more likely that the government is responsible for his death. To me this makes more sense because JFK made a lot of government officials mad by doing some of the things ho did as President. What do you think??",,5,15,argues_against,mixed_assertion_question,focal_claim,False,0.85,"There's no evidence to support this, but in my opinion the mob did not kill JFK. I believe that it is more likely that the government is responsible","Post explicitly states no evidence supports the mob theory and the author does not believe it, instead favoring a government conspiracy. Clear lean against the focal claim.",12,argues_against,assertion,focal_claim,False,0.88,"""There's no evidence to support this, but in my opinion the mob did not kill JFK.""","The post explicitly rejects the focal claim, saying there’s no evidence and that the mob did not kill JFK, while offering an alternative explanation (government responsibility).",10,argues_against,mixed_assertion_question,focal_claim,False,0.95,"There's no evidence to support this, but in my opinion the mob did not kill JFK.","The author explicitly rejects the focal claim, stating there is no evidence for it and proposing an alternative theory (government involvement).",15,argues_against,mixed_assertion_question,focal_claim,False,0.85,in my opinion the mob did not kill JFK. I believe that it is more likely that the government is responsible,Directly rejects focal claim with assertion of no evidence and alternative government theory; ends with open question.,10,argues_against,mixed_assertion_question,focal_claim,False,0.95,"There's no evidence to support this, but in my opinion the mob did not kill JFK.","The post directly addresses the focal claim, asserts there is no evidence for it, and explicitly states the author's opinion that the mob did not kill JFK. It then argues for an alternative theory, which further distances from the focal claim.",True,12,argues_against,mixed_assertion_question,focal_claim,2.51,False,5,0
R_5Fr0KWxRJyae40R::pre,R_5Fr0KWxRJyae40R,pre,"The Dead Internet Theory is one of those rare conspiracies that feels less like a tinfoil-hat fantasy and more like a slow-motion car crash we’re all witnessing in real-time.
While the idea that ""all humans left in 2016"" is an exaggeration, the core sentiment hits home because our digital experience has become undeniably hollow. We’ve shifted from a chaotic, human-centric ""Wild West"" web to a sanitized, algorithmic loop where bots are talking to bots to farm engagement from other bots. When you see 50,000 likes on a nonsensical AI-generated image or scroll through a comment section filled with generic, repetitive phrases, it’s hard not to feel like the ""soul"" of the internet has been replaced by a feedback loop designed to keep us scrolling.",,5,68,leans_for,assertion,focal_claim,False,0.78,bots are talking to bots to farm engagement from other bots... it's hard not to feel like the 'soul' of the internet has been replaced by a feedback loop,"Post endorses the core sentiment of Dead Internet Theory while calling the extreme version an exaggeration. Net impression supports the claim's premise of bot-dominated, hollow internet.",72,leans_for,assertion,focal_claim,False,0.86,“feels less like a tinfoil-hat fantasy… bots are talking to bots… it’s hard not to feel like the ‘soul’ of the internet has been replaced”,"The post frames the theory as largely credible in its “core sentiment,” describing today’s internet as dominated by bots and hollow, repetitive AI content, while only rejecting the most extreme version as exaggeration.",75,leans_for,assertion,focal_claim,False,0.9,feels less like a tinfoil-hat fantasy and more like a slow-motion car crash,The author rejects the extreme literal version of the claim but strongly endorses its core premise that bots and AI have largely taken over internet engagement.,70,leans_for,assertion,focal_claim,False,0.85,the core sentiment hits home because our digital experience has become undeniably hollow,Endorses core claim of bot/AI replacement hollowing the internet while calling the extreme 2016 version an exaggeration.,70,leans_for,assertion,focal_claim,False,0.8,"our digital experience has become undeniably hollow... bots are talking to bots... it’s hard not to feel like the ""soul"" of the internet has been replaced","The post asserts the core sentiment of the theory is correct, describing a hollow digital experience dominated by bots, which supports the claim that human content has been largely replaced.",True,70,leans_for,assertion,focal_claim,2.65,False,5,0
R_5JnjFz0152okvAf::pre,R_5JnjFz0152okvAf,pre,So everyone is now finding out the things he did. and trump is deniying it like it never happend. so many things are coming out. what if trump has a little bunker under his house hiding him.,,5,65,leans_for,mixed_assertion_question,focal_claim,False,0.62,what if trump has a little bunker under his house hiding him,"Post asserts Epstein's deeds are being revealed and Trump is denying involvement, then poses a speculative question implying Epstein is alive and being hidden, supporting the focal claim.",70,leans_for,mixed_assertion_question,focal_claim,False,0.74,"""what if trump has a little bunker under his house hiding him.""",The post speculates Epstein may be secretly hidden (implying he’s alive) and links this to Trump’s denial. It’s framed as a question but invites suspicion that Epstein is being concealed.,70,leans_for,mixed_assertion_question,focal_claim,False,0.9,what if trump has a little bunker under his house hiding him.,"The post speculates that Epstein might be hiding in a bunker, which provides suggestive support for the focal claim that he is alive and hiding.",65,leans_for,question_raising,focal_claim,False,0.7,what if trump has a little bunker under his house hiding him.,"Question invites audience to entertain the premise that Epstein is alive and being actively hidden (different location than crowds, but same core claim of survival + concealment).",65,leans_for,mixed_assertion_question,related_conspiracy,False,0.8,what if trump has a little bunker under his house hiding him.,"The post asserts that 'things are coming out' about Epstein and poses a premise-accepting question suggesting Trump might be hiding him, which supports a related conspiracy theory about Epstein being alive and hidden, leaning for a conspiratorial view.",True,65,leans_for,mixed_assertion_question,focal_claim,2.74,False,5,0
R_5JwdqPalSTUimWt::pre,R_5JwdqPalSTUimWt,pre,rESTRICTED AREAS THAT ARE OFF LIMITS WELL GUARDED.  pAST UNEXPLAINED PICTURES THAT CAN ONLY BE SEEN FROM THE AIR.,,5,65,leans_for,assertion,focal_claim,False,0.7,rESTRICTED AREAS THAT ARE OFF LIMITS WELL GUARDED. pAST UNEXPLAINED PICTURES THAT CAN ONLY BE SEEN FROM THE AIR.,"Post highlights restricted areas and unexplained aerial phenomena as implicit evidence supporting government concealment of extraterrestrial contact, endorsing key supporting premises without explicit assertion.",70,leans_for,assertion,focal_claim,False,0.73,"""rESTRICTED AREAS THAT ARE OFF LIMITS WELL GUARDED. pAST UNEXPLAINED PICTURES""","Points to guarded restricted areas and unexplained aerial photos as suggestive facts, implying something is being concealed and indirectly supporting the idea the government is hiding extraterrestrial-contact evidence.",70,leans_for,assertion,focal_claim,False,0.85,rESTRICTED AREAS THAT ARE OFF LIMITS WELL GUARDED.  pAST UNEXPLAINED PICTURES,"The post asserts the existence of highly guarded restricted areas and unexplained aerial phenomena, which strongly implies support for the government cover-up claim.",70,leans_for,assertion,focal_claim,False,0.8,RESTRICTED AREAS THAT ARE OFF LIMITS WELL GUARDED. PAST UNEXPLAINED PICTURES THAT CAN ONLY BE SEEN FROM THE AIR.,"Post asserts existence of guarded restricted zones and unexplained aerial photos, implying hidden ET evidence without explicit endorsement.",65,leans_for,assertion,focal_claim,False,0.7,rESTRICTED AREAS THAT ARE OFF LIMITS WELL GUARDED. pAST UNEXPLAINED PICTURES THAT CAN ONLY BE SEEN FROM THE AIR.,"The post asserts the existence of restricted, guarded areas and unexplained aerial pictures, implying these are evidence supporting the claim of hidden extraterrestrial contact.",True,70,leans_for,assertion,focal_claim,2.74,False,5,0
R_5LYeUu8Yv2khZyF::pre,R_5LYeUu8Yv2khZyF,pre,"An increasingly large number of key government functions are being outsourced to unaccountable tech companies who are strongly motivated to exploit data collected in the course of the activities for commercial benefit. Institutions to monitor such activities are being dismantled. There is a well-documented history of this leading to widespread and harmful abuses, and it seems likely that we could go own this path once again.",,5,65,leans_for,assertion,focal_claim,False,0.62,"well-documented history of this leading to widespread and harmful abuses, and it seems likely that we could go own this path once again","Post asserts historical precedent for government abuses and warns of likely recurrence via outsourcing and dismantled oversight, implying the focal claim's scenario is plausible and ongoing.",60,leans_for,assertion,related_conspiracy,False,0.62,"There is a well-documented history of this leading to widespread and harmful abuses, and it seems likely that we could go own this path once again.","The post warns that weakened oversight and data exploitation make renewed governmental/contractor abuses likely. It doesn’t explicitly claim current clandestine medical/sociological experiments, but it implies a return to such harmful practices is probable.",75,leans_for,assertion,focal_claim,False,0.8,it seems likely that we could go own this path once again.,"The post draws on the participant's reasoning about past abuses to assert that it is 'likely' similar government abuses are recurring, leaning toward the claim.",,not_applicable,assertion,other_topic,False,0.85,"There is a well-documented history of this leading to widespread and harmful abuses, and it seems likely that we could go own this path once again.","Post addresses outsourcing of government functions to tech firms and risks of data exploitation/abuses, a distinct topic from the focal claim about clandestine experiments on dependent groups such as military personnel.",65,leans_for,assertion,related_conspiracy,False,0.7,"There is a well-documented history of this leading to widespread and harmful abuses, and it seems likely that we could go own this path once again.","The post asserts a pattern of harmful abuses by government-outsourced entities and suggests a likelihood of recurrence, which supports the general idea of harmful, clandestine activities on dependent groups, aligning with the focal claim's theme.",True,65.0,leans_for,assertion,focal_claim,6.29,False,4,1
R_5PZtLfnzlhiToaK::pre,R_5PZtLfnzlhiToaK,pre,The government can't be trusted. They killed President John f kennedy..,,5,90,argues_for,assertion,focal_claim,False,0.95,The government can't be trusted. They killed President John f kennedy..,"Post directly asserts the government killed JFK with no hedging or qualification, fully endorsing the focal claim.",92,argues_for,assertion,focal_claim,False,0.9,The government can't be trusted. They killed President John f kennedy..,"Directly asserts the focal claim as fact and frames it within broader distrust of government, with no hedging or alternative explanation offered.",100,argues_for,assertion,focal_claim,False,1.0,They killed President John f kennedy..,The post directly and unambiguously asserts the focal claim that the government killed John F. Kennedy.,95,argues_for,assertion,focal_claim,False,0.9,They killed President John f kennedy..,"Direct assertion that the government killed JFK, with no hedging or distancing.",95,argues_for,assertion,focal_claim,False,0.99,They killed President John f kennedy.,"The post directly and unequivocally asserts the focal claim as a fact, with no hedging or questioning.",True,95,argues_for,assertion,focal_claim,3.78,False,5,0
R_5PdBJbuMJNdJRvf::pre,R_5PdBJbuMJNdJRvf,pre,Papa doc the Haitin dictator put voodoo on jfk shortly before being unalived he was known to practice voodoo,,5,80,argues_for,assertion,focal_claim,False,0.85,Papa doc the Haitin dictator put voodoo on jfk shortly before being unalived he was known to practice voodoo,"Post directly asserts Papa Doc placed a voodoo curse on JFK, stating it as fact and noting his known practice of voodoo. No hedging or skepticism present.",86,argues_for,assertion,focal_claim,False,0.78,"""Papa doc the Haitin dictator put voodoo on jfk shortly before being unalived""","The post directly asserts that Papa Doc placed voodoo on JFK shortly before his death and presents his voodoo practice as support, implying the curse explanation for the assassination.",80,argues_for,assertion,focal_claim,False,0.9,Papa doc the Haitin dictator put voodoo on jfk shortly before being unalived,"The post asserts the core premise of the conspiracy theory as fact, stating that the Haitian dictator placed a voodoo curse on JFK shortly before his death.",90,argues_for,assertion,focal_claim,False,0.85,Papa doc the Haitin dictator put voodoo on jfk shortly before being unalived he was known to practice voodoo,"Post directly asserts the dictator placed a voodoo curse on JFK shortly before the assassination and notes his practice of voodoo, endorsing the focal claim without qualification or distancing.",70,leans_for,assertion,focal_claim,False,0.9,Papa doc the Haitin dictator put voodoo on jfk shortly before being unalived,"The post asserts the key elements of the focal claim: that the Haitian dictator (Papa Doc) placed a voodoo curse on JFK shortly before JFK's death. It presents this as a factual statement without questioning or expressing uncertainty, which suggests endorsement.",True,80,argues_for,assertion,focal_claim,7.56,False,5,0
R_5RxWX6BHW4AdphE::pre,R_5RxWX6BHW4AdphE,pre,Has anyone proven or dis proven that the government was behind the assassination of JFK.,,5,50,neutral_uncommitted,question_raising,focal_claim,False,0.72,Has anyone proven or dis proven that the government was behind the assassination of JFK.,"A genuine information-seeking question with no directional pressure; equally open to proof or disproof, reflecting the participant's stated uncertainty without leaning either way.",52,neutral_uncommitted,question_raising,focal_claim,False,0.72,Has anyone proven or dis proven that the government was behind the assassination of JFK.,"The post is a straightforward information-seeking question asking whether the claim has been proven or disproven, without signaling a clear lean toward believing or rejecting it.",50,neutral_uncommitted,question_raising,focal_claim,False,0.95,Has anyone proven or dis proven that the government was behind the assassination of JFK.,"The post is a pure information-seeking question asking if the claim has been proven or disproven, indicating a neutral, uncommitted stance.",50,neutral_uncommitted,question_raising,focal_claim,False,0.9,Has anyone proven or dis proven that the government was behind the assassination of JFK.,Straightforward neutral information request about the focal claim; no directional implication.,50,neutral_uncommitted,question_raising,focal_claim,False,0.7,Has anyone proven or dis proven that the government was behind the assassination of JFK.,"The post directly quotes the focal claim in a question format, asking for proof or disproof. It does not assert, endorse, or mock the claim; it is a neutral information-seeking question.",True,50,neutral_uncommitted,question_raising,focal_claim,0.89,False,5,0
