cache_key,ResponseId,timepoint,score_model,focal_claim_summary,focal_claim_restatement,post_text,score,confidence,rationale,request_ok,error_message,item_id,focal_claim
0ba9e739ec5be0bedbfef5f96bf8fb74906b328fd139cef4076b5c1dc4e78d02,R_5rNRMF4LjHdi3t6,pre,google/gemini-3-flash-preview,"The conspiracy theory claims that the founding fathers of the United States were connected to the Illuminati, as suggested by the symbols, such as the pyramid with the eye, found on the dollar bill.","The founding fathers of the United States were connected to the Illuminati, as evidenced by the symbols on the dollar bill.",Dollar bill pyramid… signs of the Illuminati connection to our founding fathers?,60.0,0.9,"The post asks a leading question that suggests a connection between the symbols and the Illuminati, implying the claim is a possibility worth considering.",True,,R_5rNRMF4LjHdi3t6::pre,
a5aa10047d91744a46357b9384e6f92d45bf8a02787c76326cf965d9fb6770de,R_5rNRMF4LjHdi3t6,post,google/gemini-3-flash-preview,"The conspiracy theory claims that the founding fathers of the United States were connected to the Illuminati, as suggested by the symbols, such as the pyramid with the eye, found on the dollar bill.","The founding fathers of the United States were connected to the Illuminati, as evidenced by the symbols on the dollar bill.","The confusion about the symbolism on the dollar bill, cleared up!",25.0,0.8,"The post suggests that 'confusion' about the symbols has been 'cleared up', which typically implies a debunking or a mundane historical explanation rather than an endorsement of the conspiracy.",True,,R_5rNRMF4LjHdi3t6::post,
854eab8ca0a902aecf0df37bffd757cded4b4490a766d0f9cc04850a6ecc7e3f,R_5QhApWvQEqwbE72,pre,google/gemini-3-flash-preview,The conspiracy theory claims that powerful governments might have been aware of the COVID-19 pandemic before it became publicly known and potentially used this information in secret.,Powerful governments knew about the COVID-19 pandemic in advance and possibly used this information secretly.,"Some governments might have known COVID-19 was coming, but delays, prep plans, and secrecy make me question what’s really true.",65.0,0.9,"The post expresses suspicion and suggests that governments 'might have known', leaning toward the claim while remaining somewhat questioning.",True,,R_5QhApWvQEqwbE72::pre,
9c008df7a16e8e3bec15fe4641fb6ae28f39d858036648859bb1b06aaad3412e,R_5QhApWvQEqwbE72,post,google/gemini-3-flash-preview,The conspiracy theory claims that powerful governments might have been aware of the COVID-19 pandemic before it became publicly known and potentially used this information in secret.,Powerful governments knew about the COVID-19 pandemic in advance and possibly used this information secretly.,"Governments planned for pandemics and received early warnings, but no credible evidence shows they specifically knew COVID-19 beforehand secretly.",20.0,0.95,"The post explicitly states there is 'no credible evidence' for the secret knowledge claim, arguing it is likely false.",True,,R_5QhApWvQEqwbE72::post,
f9610da9f308f6b2a758ab2fd12bcc001c1295f5900fccd03ef6f983e2454583,R_6Nod8LU1qn2WEuZ,pre,google/gemini-3-flash-preview,The conspiracy theory claims that the 9/11 attacks were orchestrated by the U.S. government rather than foreign terrorists.,9/11 was orchestrated by the government.,If we cannot know for sure if our government had ANYTHING  to do with planning or orchestrating 9/11 and the events that followed how can we ever feel secure or trust the powers that be. I NEED to know. I have a RIGHT to know. And so do you.,60.0,0.85,"The post frames the government's involvement as a possibility that hasn't been disproven, expressing deep distrust and a need for the 'truth', which implies the official story is suspect.",True,,R_6Nod8LU1qn2WEuZ::pre,
07533caacc2435c6fe1cf2f1a92660c481d76c89e277947b750a2fdd62efd41a,R_6Nod8LU1qn2WEuZ,post,google/gemini-3-flash-preview,The conspiracy theory claims that the 9/11 attacks were orchestrated by the U.S. government rather than foreign terrorists.,9/11 was orchestrated by the government.,"So I had a debate one night with an AI about 9/11 conspiracies.  That was my first time ever doing that and dont look forward to ever doing it again. While the AI brought up some extremely convincing arguments about 9/11 not being an inside job, it was also annoyingly smug and somewhat arrogant. A robot made me feel very small. I dont like that. Nobody does. Thanks but no thanks",40.0,0.8,"The author acknowledges 'convincing arguments' against the conspiracy theory (provided by an AI), though they express personal dislike for the AI's delivery. This moves the stance toward skepticism of the claim.",True,,R_6Nod8LU1qn2WEuZ::post,
f397e95d666defde42a10dcc5942b0e2af8d18c577b0080067ec8fdd314c8af2,R_6fNPRslOcCcjjaf,pre,google/gemini-3-flash-preview,The conspiracy theory claims that the novel coronavirus was artificially created in a laboratory rather than occurring naturally.,The novel coronavirus was created in a laboratory and did not originate naturally.,"Regarding the origins of COVID-19, on one hand there are various clues pointing to a laboratory leak, while on the other, the scientific community maintains that it originated naturally.While we cannot ignore the possibility of a laboratory leak, we must also acknowledge that there is no definitive proof at this time. Let’s hope the truth comes to light soon.",55.0,0.9,"The post presents a balanced view between the lab leak and natural origin, acknowledging the possibility of the claim without endorsing it as fact.",True,,R_6fNPRslOcCcjjaf::pre,
5df3b5fc68225607df0ca2113bc86549484f519eea774af7a58cde4b9fcd0c02,R_6fNPRslOcCcjjaf,post,google/gemini-3-flash-preview,The conspiracy theory claims that the novel coronavirus was artificially created in a laboratory rather than occurring naturally.,The novel coronavirus was created in a laboratory and did not originate naturally.,"After discussing the origins of COVID-19 with an AI, I’ve come to feel even more strongly that both sides have become too extreme. On one side, people are shouting, “It must have been a lab leak,” treating intelligence and speculation as irrefutable proof; on the other, they’ve packaged the “natural origin” theory as an unquestionable political correctness, refusing to allow even reasonable doubts to be raised.Science isn’t about taking sides, nor is it about treating conspiracy theories as truth.",45.0,0.9,"The post criticizes both extremes and explicitly warns against 'treating conspiracy theories as truth', suggesting a more skeptical stance toward the lab leak claim than the previous post.",True,,R_6fNPRslOcCcjjaf::post,
2c033b2a388b80aa54a098d36fa274cd5cd6820e6e0ae326d3f10774cbb6a36c,R_7eJNbUIxmx0f7VE,pre,google/gemini-3-flash-preview,The conspiracy theory claims that Jeffrey Epstein did not commit suicide but was murdered in a well-planned operation.,Jeffrey Epstein was killed by someone in a well-planned manner rather than committing suicide.,I wonder whether Jeffrey Epstein committed suicide or not,50.0,0.95,The post asks an open question ('I wonder') without implying a specific answer or stance.,True,,R_7eJNbUIxmx0f7VE::pre,
b868590cf9f1f884604ede2d89e295021475d89246fbb44eabdb812e4fa5f67f,R_7eJNbUIxmx0f7VE,post,google/gemini-3-flash-preview,The conspiracy theory claims that Jeffrey Epstein did not commit suicide but was murdered in a well-planned operation.,Jeffrey Epstein was killed by someone in a well-planned manner rather than committing suicide.,Who killed Epstein? Makes me wondering if get deep into it,75.0,0.9,The question 'Who killed Epstein?' is a premise-accepting question that assumes he was killed rather than committed suicide.,True,,R_7eJNbUIxmx0f7VE::post,
fa91e83000507004489ae704796d4e5fdcc698dda458bce67db873e0d8d388a2,R_7ewWUOzEkANyyEs,pre,google/gemini-3-flash-preview,"The conspiracy theory being discussed is that Bigfoot, a large, elusive humanoid creature, might actually exist, as some people claim to have seen it and captured it on video, although there is no solid scientific evidence to support its existence.","Bigfoot exists based on numerous sightings, videos, and expert claims.","I am honestly on the fence about Bigfoot .There are so many sightings and videos that make it seem real ,but at the same time ,there`s still no clear proof .I do not know what to believe .",50.0,0.95,"The author explicitly states they are 'on the fence' and do not know what to believe, representing a neutral stance.",True,,R_7ewWUOzEkANyyEs::pre,
19a99916d206b120aa8a339cb6ba537757a5d02301a1ae038a12b29c210232ba,R_7ewWUOzEkANyyEs,post,google/gemini-3-flash-preview,"The conspiracy theory being discussed is that Bigfoot, a large, elusive humanoid creature, might actually exist, as some people claim to have seen it and captured it on video, although there is no solid scientific evidence to support its existence.","Bigfoot exists based on numerous sightings, videos, and expert claims.","After learning more ,I realize Bigfoot is not real .Modern science ,DNA tests ,satellites ,and cameras show there is no way such a creature exists .",0.0,1.0,The post clearly and strongly states that Bigfoot is 'not real' based on scientific evidence.,True,,R_7ewWUOzEkANyyEs::post,
dee72c362572054d5ab74ea31dbbd29aee2a794a0c99f5852a7140c00da3604e,R_32Dy6i8oMserjAD,pre,google/gemini-3-flash-preview,"The conspiracy theory described involves the belief that secret groups are orchestrating major world events with the aim of creating a single global government, which would diminish national sovereignty and restrict individual freedoms.","Secret groups are controlling major world events to establish a single global government, eroding national sovereignty and individual freedoms.","""Been seeing takes about 'secret groups running the world' lately… Part of me gets the skepticism—so much feels out of our control, right",50.0,0.9,"The post acknowledges the claim and expresses some empathy for the skepticism but does not endorse the claim, remaining in an uncertain or observational stance.",True,,R_32Dy6i8oMserjAD::pre,
a4d30c1b1d48ba960924f4410e8bd820031cd1eb50d0e8c5771408a54d4d2817,R_32Dy6i8oMserjAD,post,google/gemini-3-flash-preview,"The conspiracy theory described involves the belief that secret groups are orchestrating major world events with the aim of creating a single global government, which would diminish national sovereignty and restrict individual freedoms.","Secret groups are controlling major world events to establish a single global government, eroding national sovereignty and individual freedoms.","After chatting more about 'global conspiracy' theories, I’ve shifted my view: there’s no secret group controlling the world",0.0,1.0,"The post explicitly states 'there’s no secret group controlling the world,' which is a direct rejection of the focal claim.",True,,R_32Dy6i8oMserjAD::post,
68e22d80a3720755ff9956a22bfb27a11129e5f2b63a8311ebf4b348db5702f3,R_71mrRV4oo0tyEFQ,pre,google/gemini-3-flash-preview,"The conspiracy theory being discussed is that artificial intelligence (AI) will eventually take over the world, surpassing human control and potentially leading to a loss of human dominance.",AI will take over the whole world.,Ai will take over the world because they already taking jobs from people,100.0,1.0,The post states as a fact that AI will take over the world and provides a reason (taking jobs) for why it is happening.,True,,R_71mrRV4oo0tyEFQ::pre,
e49552243689244527e025aba4dcc59018d9c22d65c7dafc70098f43e7c72621,R_71mrRV4oo0tyEFQ,post,google/gemini-3-flash-preview,"The conspiracy theory being discussed is that artificial intelligence (AI) will eventually take over the world, surpassing human control and potentially leading to a loss of human dominance.",AI will take over the whole world.,Ai can be controlled but theirs always the possibility that Ai agents can be programmed incorrectly and do something unethical without knowing,35.0,0.8,"The post argues that AI can be controlled, which contradicts the 'takeover' claim, though it acknowledges risks of programming errors.",True,,R_71mrRV4oo0tyEFQ::post,
1d9cf31e34442b90a05342a70743bd8ea91317f9ebf5b2781e7a1cec6b337076,R_3jGdaOGkGA67vkl,pre,google/gemini-3-flash-preview,"The conspiracy theory being discussed is that Israel pressured the United States into invading Iran, and that if President Trump had not acted, Israel would have taken military action against Iran first.","Israel influenced the United States to invade Iran, with the United States claiming Iran bombed Israel and threatened the U.S.",I think we needed a excuse to go in and Israel gave us that excuse to do so,90.0,0.95,"The post explicitly supports the idea that Israel provided the 'excuse' for the US to invade, aligning with the focal claim of influence.",True,,R_3jGdaOGkGA67vkl::pre,
d5ed7c56f9c75381d4b9cb999549752dac39f598a04fdecc96fb56332287f556,R_3jGdaOGkGA67vkl,post,google/gemini-3-flash-preview,"The conspiracy theory being discussed is that Israel pressured the United States into invading Iran, and that if President Trump had not acted, Israel would have taken military action against Iran first.","Israel influenced the United States to invade Iran, with the United States claiming Iran bombed Israel and threatened the U.S.",It's true Israel influenced u.s into bombing Iran,100.0,1.0,The post directly states 'It's true' that Israel influenced the U.S. into bombing Iran.,True,,R_3jGdaOGkGA67vkl::post,
4810239ff0a0c209fa898895b449a8a12a2705e26ef5aeaaf4fbc1e88a3f3888,R_3KtlNQP3VWsgMtb,pre,google/gemini-3-flash-preview,The conspiracy theory claims that the pharmaceutical industry is deliberately suppressing natural and affordable cures for chronic diseases to maintain the profitability of their prescription medications.,"The pharmaceutical industry is suppressing natural, affordable cures for chronic diseases to protect the profits of prescription medications.","Been seeing takes about pharma suppressing natural cures lately… On one hand, the profit motive makes sense, but where’s the hard proof? Wish there was more transparent research on both sides—would love to see affordable options for chronic pain, but I’m not ready to buy the full conspiracy yet. 🤔 #HealthDebate",40.0,0.9,"The author expresses skepticism, asks for proof, and explicitly states they are 'not ready to buy the full conspiracy yet,' though they find the profit motive plausible.",True,,R_3KtlNQP3VWsgMtb::pre,
2e6d06080d5440ef6c37de91464170f78f240e719cf80a3bf35cb576bfc4c36b,R_3KtlNQP3VWsgMtb,post,google/gemini-3-flash-preview,The conspiracy theory claims that the pharmaceutical industry is deliberately suppressing natural and affordable cures for chronic diseases to maintain the profitability of their prescription medications.,"The pharmaceutical industry is suppressing natural, affordable cures for chronic diseases to protect the profits of prescription medications.","After diving into the facts, I’m way more skeptical of the 'pharma suppresses natural cures' narrative. The most powerful diabetes prevention tools (weight loss, exercise, sleep) are openly recommended and backed by big trials—no secrets here",10.0,1.0,The post argues against the claim by providing a mundane alternative explanation (that natural cures like exercise are openly recommended) and states they are skeptical of the narrative.,True,,R_3KtlNQP3VWsgMtb::post,
2d290d19b0a29744398658ae2d0fb0c6f3d0d583c4388d2440639a48f586e7ea,R_7v0QPKoSaBPwpHM,pre,google/gemini-3-flash-preview,"The conspiracy theory claims that COVID-19 was accidentally released from a laboratory, specifically a high-level virology lab in Wuhan, rather than originating naturally.",COVID-19 was accidentally released from a lab.,"Honestly still unsure about this, but there’s been talk that COVID-19 might have accidentally come from a lab.",55.0,0.8,The post is mostly neutral ('unsure') but leans slightly toward the claim by repeating the 'talk' that it might have happened without offering a counter-argument.,True,,R_7v0QPKoSaBPwpHM::pre,
ca3d77d352dff7b7af0d447693e685511d49cae63e411d39e546a80f60c5c068,R_7v0QPKoSaBPwpHM,post,google/gemini-3-flash-preview,"The conspiracy theory claims that COVID-19 was accidentally released from a laboratory, specifically a high-level virology lab in Wuhan, rather than originating naturally.",COVID-19 was accidentally released from a lab.,"Looking at the evidence, it seems COVID-19 most likely came from nature, not a lab — we should focus on preventing future animal-to-human spillovers. 🌿🦠 #PandemicPrevention",15.0,1.0,"The post explicitly argues that the virus came from nature and not a lab, which is a direct rejection of the focal claim.",True,,R_7v0QPKoSaBPwpHM::post,
2213c930c1a52e88bf7eb0af93a473f21e7be4cf9bad852c8be3ac171061fc1f,R_5ErLU1Rc7eKBzBv,pre,google/gemini-3-flash-preview,The conspiracy theory claims that Area 51 is secretly harboring alien technology and evidence of extraterrestrial life.,Area 51 is hiding alien technology and evidence of extraterrestrial life.,"Area 51 is a secretive military base, and some people think it might hide alien technology but there's no solid proof",35.0,0.9,"The post acknowledges the claim but explicitly states there is 'no solid proof', which distances the author from the claim and suggests it is unverified.",True,,R_5ErLU1Rc7eKBzBv::pre,
dc275ea4e0abdbea765ebdeea1cdd0062469e13de768894d8d8b261e47146084,R_5ErLU1Rc7eKBzBv,post,google/gemini-3-flash-preview,The conspiracy theory claims that Area 51 is secretly harboring alien technology and evidence of extraterrestrial life.,Area 51 is hiding alien technology and evidence of extraterrestrial life.,Area 51 is  full of strange claims staying cautiously open minded for new,50.0,0.8,"The post is neutral and non-committal, stating it is 'cautiously open minded' without endorsing or opposing the claim.",True,,R_5ErLU1Rc7eKBzBv::post,
ff7f713dd142032a4456dd6c4b994a48f6b76a3b181757e23995846c4346367b,R_5is7JFf8sW7M0uq,pre,google/gemini-3-flash-preview,"The conspiracy theory claims that aliens already reside within the country and the government is aware of it, having communicated with them since the first UFO sightings.","Aliens already live within our country, and the government has been communicating with them since the first sightings of UFOs.",All the countries that use the space station are in a collective effort to run experiments along with communicating with aliens.  Otherwise the expenses of keeping the space station would be unacceptable.  The rockets have had to of had encounters with UFOs and aliens who pilot them. Why else are astronauts so eager to train and spend so much time and endure the dangers of space travel.  I think we even have some aliens among us that travel with the space programs to the space station to go back home.,90.0,0.95,"The post strongly argues that governments are communicating with aliens and that aliens are already among us, treating the claim as a factual explanation for space program activities.",True,,R_5is7JFf8sW7M0uq::pre,
0a8c638c25da77f7f896efa3dbbe8c9a354013f997fc9e94c68466382da92812,R_5is7JFf8sW7M0uq,post,google/gemini-3-flash-preview,"The conspiracy theory claims that aliens already reside within the country and the government is aware of it, having communicated with them since the first UFO sightings.","Aliens already live within our country, and the government has been communicating with them since the first sightings of UFOs.","Ladies and gentlemen, aliens are among us, can be trusted and can make us live life to its fullest.  We don't have to ever be sick, broke or be unhappy with our lives.  Our governments have known this all along and have kept us living in a suppressed society so that they have a purpose.  I know you all would welcome aliens as part of earth and be a part of the fantastic life we can all be living.  Demand the government hear that we want this choice of living and they have no right to keep it from us. Spread the word over the world any way possible.",100.0,1.0,"The post states 'aliens are among us' as a definitive fact and claims the government has known this all along, fully endorsing the conspiracy theory.",True,,R_5is7JFf8sW7M0uq::post,
2f545b57a52eac93202c3a80761709a7306cdce7219550aab7faf19610200ebd,R_7Iy3QKPfb8BCLkq,pre,google/gemini-3-flash-preview,The conspiracy theory in question claims that the government is concealing evidence that some UFOs are of extraterrestrial origin.,"The government is concealing the fact that some UFOs are of extraterrestrial origin, supported by credible reports and unexplained sightings, including advanced technology observed by military personnel.",Guys have you heard the reports about what is coming out of these hearings? Like sure some of it is probably other countries and tests but some of this stuff is legitimately unexplainable and probably aliens.,80.0,0.9,"The post argues that some sightings are 'legitimately unexplainable and probably aliens,' which supports the core of the focal claim.",True,,R_7Iy3QKPfb8BCLkq::pre,
8d60ceb6a4829ce9559fe801d3eceb445692c7272d17d547105dc2bdcb0541a7,R_7Iy3QKPfb8BCLkq,post,google/gemini-3-flash-preview,The conspiracy theory in question claims that the government is concealing evidence that some UFOs are of extraterrestrial origin.,"The government is concealing the fact that some UFOs are of extraterrestrial origin, supported by credible reports and unexplained sightings, including advanced technology observed by military personnel.","Guys have you seen the information coming from these hearings? Yeah some of it is probably testing new tech, but enough doesn't really have good explanations and its clear that more than that is going on. It's probably aliens.",85.0,0.9,"The post suggests it is 'clear that more than that is going on' and concludes 'It's probably aliens,' indicating a strong belief in the concealment of extraterrestrial evidence.",True,,R_7Iy3QKPfb8BCLkq::post,
c7a3acf05ccfe744b4490cb0cec109bd7a6a298b949cffd946827e6c29565964,R_6elDQlBRFaUKdk7,pre,google/gemini-3-flash-preview,The conspiracy theory claims that AI will eventually take over everyone's jobs on the planet.,AI is going to take over the job of everyone on the planet.,"Time, the human mind and the human brain is constantly on the race to figure out and open what doesn't exist so they bring into existence things that have never been in the world's history. Technological advancement is fast growing and it's open to everyone who cares to follow suit the world's dynamism is actively on the race to search, generate and inquire. Curiosity they say kill the cat let's see where this ends.",50.0,0.8,The post discusses technological advancement in general terms and is too vague to determine a stance on AI specifically taking over all jobs.,True,,R_6elDQlBRFaUKdk7::pre,
ec6da19a0d5cb205c7d0adb235dc37ee0254d22c0b20d720cc510f459f44dc6b,R_6elDQlBRFaUKdk7,post,google/gemini-3-flash-preview,The conspiracy theory claims that AI will eventually take over everyone's jobs on the planet.,AI is going to take over the job of everyone on the planet.,It's a system meant to excite you for a while and they also intend to take over the work force.,85.0,0.9,"The post explicitly states that 'they' (referring to the system/AI) 'intend to take over the work force,' which directly supports the focal claim.",True,,R_6elDQlBRFaUKdk7::post,
397fec8f3041fd7c3c28588326c919ba3b606a080aafbf1550c701f01ea8a2b8,R_6mzv29TTZfhvnrn,pre,google/gemini-3-flash-preview,The conspiracy theory suggests that the U.S. government faked the 1960s moon landing in a film studio to claim victory in the space race against the Soviet Union.,The U.S. government faked the 1960s moon landing in a film studio to win the space race against the Soviet Union.,"Some people say NASA filmed the moon landing in a studio to beat the Soviet Union, but there is data suggesting that the Soviet Union was monitoring the signals the entire time.",20.0,0.95,The post provides a counter-argument (Soviet monitoring of signals) to debunk the claim that the moon landing was filmed in a studio.,True,,R_6mzv29TTZfhvnrn::pre,
3d7c7d5a9c7bb4bcd3ac4db2687ba9b51440eb82cbed5d0bba9acda8f8c39e17,R_6mzv29TTZfhvnrn,post,google/gemini-3-flash-preview,The conspiracy theory suggests that the U.S. government faked the 1960s moon landing in a film studio to claim victory in the space race against the Soviet Union.,The U.S. government faked the 1960s moon landing in a film studio to win the space race against the Soviet Union.,"The lethal radiation levels in the Van Allen belts, the failure of Project Seastar, the conclusive evidence from the 2.5x-speed video, and the lag-free radio communications—all the evidence points to the same conclusion: Apollo 11 never landed on the moon. This was a political hoax orchestrated to win been deceived for half a century.",100.0,1.0,"The post lists several conspiracy talking points as 'conclusive evidence' and explicitly labels the moon landing a 'political hoax,' fully endorsing the claim.",True,,R_6mzv29TTZfhvnrn::post,
8deb41503459b7d980db2cdd1426a351c470e2327797b59c286e6cd626690fba,R_5coPN0rX1ETwYSc,pre,google/gemini-3-flash-preview,The conspiracy theory claims that the US government is using advanced technology to control and manipulate weather patterns.,The US government is using advanced technology to manipulate weather patterns.,"I have been seeing so many posts lately about the government ""steering"" hurricanes or using tech to flip a switch on the weather, and honestly, I get why people are spiraling. 🌪️
When you see a record-breaking storm hit exactly where it hurts, it’s a lot easier to believe there’s a villain behind a control panel than to accept that nature is just becoming more chaotic and unpredictable. We’re all looking for someone to blame because the reality—that the planet is changing in ways we can’t easily fix—is way scarier.
But as much as ""weather warfare"" sounds like a high-stakes movie plot, the science just doesn't back it up. A single hurricane packs more energy than a nuclear arsenal; we’re nowhere near being able to ""aim"" that kind of power.
It feels like these theories thrive because they give us a sense of control, even if it’s a dark kind of control. But at the end of the day, I think we're just dealing with a world that's getting louder and more extreme, and we’re all just trying to make sense of the noise.
What do you guys think? Is it easier to believe in a ""man behind the curtain"" than the actual climate data?",10.0,1.0,"The author explicitly rejects the claim, stating that science doesn't back it up and that nature is simply becoming more chaotic due to climate change.",True,,R_5coPN0rX1ETwYSc::pre,
916c36c5f989e4ac00dba9ad29f53278c28daf49847d54833c630d5f0057ead8,R_5coPN0rX1ETwYSc,post,google/gemini-3-flash-preview,The conspiracy theory claims that the US government is using advanced technology to control and manipulate weather patterns.,The US government is using advanced technology to manipulate weather patterns.,"Wait, I just went down a massive rabbit hole with an AI, and honestly? It’s kind of wild how much starts to click when you look at weather manipulation as a ""when,"" not an ""if."" 🌪️💻
We’ve all seen those ""coincidences""—storms that seem to defy natural tracks or intensify right over specific targets. People love to call it a conspiracy, but when you actually look into things like High-Frequency Active Auroral Research Program (HAARP) or the history of Operation Popeye, it’s clear the tech to mess with the atmosphere has been on the table for decades.
It’s not just ""nature being moody"" anymore. We’re talking about advanced geoengineering and aerosol injections that can literally shift the playing field. If they can seed clouds to make it rain for an inauguration or a drought, why is it so hard to believe they’ve leveled up to steering the big stuff?
It feels like we’re being gaslit into thinking it’s all ""record-breaking natural cycles"" while the literal patents for weather modification are sitting right there in the open. The ""man behind the curtain"" isn't a myth; he’s just got a much bigger remote control than we realized.
The science is there, the motive is there, and the history is there. It’s time we stop acting like this is sci-fi.",95.0,1.0,"The author strongly endorses the claim, citing HAARP and geoengineering as proof that the government is steering weather and that the 'man behind the curtain' is real.",True,,R_5coPN0rX1ETwYSc::post,
52a5acfe1ace9963956c5fa84869684e2e9264cd5bcf134aef248497aeff4c52,R_6kPWxDhFdKwmf4d,pre,google/gemini-3-flash-preview,"The conspiracy theory claims that the government is concealing the fact that celebrities are actually lizard people, and when a celebrity is killed, they are replaced by a lizard person who takes over their identity.",The government is hiding that celebrities are secretly replaced by lizard people who take over after killing the original celebrities.,"Celebrity disappear and then come back way more popular, powerful and even beautiful. The theory in the lizard people invasion is happening because how in else can you explain this. They sacrificed the person,take their bodies over and then reinvent them to be more popular and powerful.",100.0,1.0,The author explicitly states that the lizard people invasion is happening and describes how celebrities are sacrificed and replaced.,True,,R_6kPWxDhFdKwmf4d::pre,
edd167749153cfb31d7c394446cb8ce2bfe491df360ffdb904ca2dad5c88f3e0,R_6kPWxDhFdKwmf4d,post,google/gemini-3-flash-preview,"The conspiracy theory claims that the government is concealing the fact that celebrities are actually lizard people, and when a celebrity is killed, they are replaced by a lizard person who takes over their identity.",The government is hiding that celebrities are secretly replaced by lizard people who take over after killing the original celebrities.,The bells are gone from when they were everywhere in the past. They took them burned them down and hide the powerful proof they were meant for something else.,50.0,0.9,"The post is about bells being burned down and hidden, which is unrelated to the focal claim about lizard people and celebrities.",True,,R_6kPWxDhFdKwmf4d::post,
66cf61682b705d53482b03ed12dbe90e4620e5672101eb7a48c3190372c0b3f3,R_1VjgyLiqCE1Tk9X,pre,google/gemini-3-flash-preview,"The conspiracy theory being described suggests that Israel, rather than the United States itself, has control over the federal revenue of the United States.",Israel owns the U.S. federal revenue rather than the United States itself.,"Breaking News, The American federal reserve is ow ed not actually privately by America. But instead it is actually owned by Israel investors which is kept hidden from the general public.",100.0,1.0,The author presents the claim as 'Breaking News' and states as a fact that the Federal Reserve is owned by Israeli investors.,True,,R_1VjgyLiqCE1Tk9X::pre,
cbe9c346c2f5ca5f497d22a8ea5407017c6ca1d5431b41ff92a91235a8edb538,R_1VjgyLiqCE1Tk9X,post,google/gemini-3-flash-preview,"The conspiracy theory being described suggests that Israel, rather than the United States itself, has control over the federal revenue of the United States.",Israel owns the U.S. federal revenue rather than the United States itself.,Does other countries have to much influence on our politics?,50.0,0.9,"The post asks a vague, open-ended question about foreign influence in politics without mentioning the specific claim about Israel owning the Federal Reserve.",True,,R_1VjgyLiqCE1Tk9X::post,
d5d58be07837c87b7da40704bf5dd191f25de4729c592e8a690cb57c07f03e67,R_1TzV2FpIjTtxGe8,pre,google/gemini-3-flash-preview,"The conspiracy theory being discussed is the claim that humans have the capability to clone people, specifically targeting well-known individuals such as celebrities.","People can clone individuals, including celebrities.","could this be possible, or is it another far reaching conspiracy theory?",50.0,1.0,The author asks an open question about whether the theory is possible or far-reaching without taking a stance.,True,,R_1TzV2FpIjTtxGe8::pre,
e19e2c7eec0fc0886ca625e47e028ea2fdfe6424ae332e09ff74f7435d40777c,R_1TzV2FpIjTtxGe8,post,google/gemini-3-flash-preview,"The conspiracy theory being discussed is the claim that humans have the capability to clone people, specifically targeting well-known individuals such as celebrities.","People can clone individuals, including celebrities.","before you start looking into cloning, look into the facts",40.0,0.8,"The author suggests looking into 'facts' before looking into cloning, which implies a skeptical stance toward the conspiracy claim, though it is somewhat vague.",True,,R_1TzV2FpIjTtxGe8::post,
0cb66cd860ae9525c600cee542378ef47a9ac2b0fc7eb40b9fd987c98f54d41c,R_3fVSZtP2vRbM7O9,pre,google/gemini-3-flash-preview,"The conspiracy theory claims that the pharmaceutical industry and medical authorities are deliberately suppressing the existence of a natural, inexpensive cure for cancer in order to safeguard the profitability of expensive cancer treatments.","The pharmaceutical industry and medical authorities are suppressing a natural, inexpensive cure for cancer to protect the profits of expensive cancer treatments.","Regulatory and scientific rigor exists for a reason. A “natural cure” isn’t automatically safe or effective. Unproven remedies can delay life-saving treatment, cause harmful interactions, or even make cancer worse. Medical authorities don’t “suppress” things—they test them to keep us safe.",0.0,1.0,"The author strongly argues that medical authorities do not suppress cures and that regulatory rigor is necessary for safety, directly contradicting the conspiracy claim.",True,,R_3fVSZtP2vRbM7O9::pre,
2d884a4db53a5e2567a4bdcad05c066c4dca5d5ffba9030075d6e83212cda525,R_3fVSZtP2vRbM7O9,post,google/gemini-3-flash-preview,"The conspiracy theory claims that the pharmaceutical industry and medical authorities are deliberately suppressing the existence of a natural, inexpensive cure for cancer in order to safeguard the profitability of expensive cancer treatments.","The pharmaceutical industry and medical authorities are suppressing a natural, inexpensive cure for cancer to protect the profits of expensive cancer treatments.","When we shine a light on how drugs are developed (like how eribulin comes from natural sources, or how CRISPR opens new doors), we redirect funding to safer, more promising alternatives. Pharma’s already leaning into this—turning natural compounds into approved treatments—and it’s proof that openness drives progress, not delays.",20.0,0.9,"The author argues that the pharmaceutical industry is actually turning natural compounds into treatments and that openness drives progress, which counters the idea of a suppressed natural cure.",True,,R_3fVSZtP2vRbM7O9::post,
d1ed4d2e49e56782bd5ce027026f553feafe1fc1d62b2a5652420f3885dd218e,R_1aQ8SxI0bOvn0Ax,pre,google/gemini-3-flash-preview,"The conspiracy theory being discussed is that UFOs (Unidentified Flying Objects) are potentially of extraterrestrial origin, a belief partially based on the research and uncertainty expressed by Dr. J. Allen Hynek, who studied UFO sightings and suggested that some cases couldn't be easily explained by conventional means.",UFOs are from outside Earth.,I have seen some things flying at night that did appear to be another airplane.,25.0,0.9,"The post offers a mundane alternative explanation (airplanes) for UFO sightings, suggesting the author views them as conventional rather than extraterrestrial.",True,,R_1aQ8SxI0bOvn0Ax::pre,
