ResponseId,gpt_orientation,claude_orientation,gemini_orientation,orientation_consensus,n_votes,canonical_claim,gpt_rationale,claude_rationale,gemini_rationale
R_1VhCiMxBxIz4rAt,affirms,unclear,affirms,affirms,3,The Trump elections were rigged against Joe Biden.,"A 100 rating asserts the election was rigged against Biden, matching the conspiracy claim described.","Restatement inverts the conspiracy; participant believes election was rigged against Trump, not Biden.",The restatement directly asserts the conspiracy theory exactly as the participant described it.
R_1VjgyLiqCE1Tk9X,affirms,affirms,affirms,affirms,3,Israel owns the U.S. federal revenue rather than the United States itself.,Restatement directly asserts the participant’s conspiracy claim; endorsing it means believing Israel owns U.S. federal revenue.,Restatement directly states the conspiracy claim; rating 100 endorses it.,The restatement directly asserts the participant's conspiracy theory that Israel owns the US federal revenue.
R_1Vms8eOj1pmYD6F,affirms,affirms,affirms,affirms,3,"Countries around the world are using ""kim trails"" to poison the population.",Restatement directly asserts the participant’s conspiracy claim; rating 100 means endorsing it.,Restatement directly mirrors the conspiracy claim; rating 100 endorses it.,The restatement directly asserts the participant's conspiracy theory about chemtrails poisoning the population.
R_1VvFFwS3Vg8iU7v,affirms,affirms,affirms,affirms,3,The U.S. government knew about the 9/11 attacks in advance and allowed them to happen to create a war.,"Restatement explicitly claims government foreknowledge and deliberate inaction, matching the described 9/11 inside-job conspiracy.",Restatement directly states the conspiracy: government foreknowledge and deliberate inaction.,Rating the restatement 100 directly endorses the participant's conspiracy that the government allowed 9/11 to happen.
R_1WBAiBlS9GximKa,affirms,affirms,affirms,affirms,3,Israeli and U.S. intelligence were involved in JFK's death.,"Restatement asserts Israeli and U.S. intelligence involvement in JFK’s death, matching the participant’s proposed conspiracy.",Restatement directly asserts the conspiracy; rating 100 endorses it.,The restatement directly asserts the participant's theory that Israeli and US intelligence were involved in JFK's assassination.
R_1WJB3M5HCDmh4pO,affirms,affirms,affirms,affirms,3,"The government is hiding aliens at Area 51, and mysterious disappearances and unaccounted events are related to alien activity.",Restatement asserts Area 51 alien cover-up and links disappearances to aliens; 100 means endorsing conspiracy.,"Restatement directly asserts the conspiracy: government hiding aliens, linked to disappearances.",The restatement directly asserts the participant's conspiracy theory that the government is hiding aliens at Area 51.
R_1WREFxvzs2zb1mx,affirms,affirms,affirms,affirms,3,Princess Diana's death was a staged murder attempt orchestrated to remove her from the limelight.,"Restatement asserts Diana was murdered as part of a plot, matching the conspiracy claim.","Rating 100 means believing Diana was deliberately killed, endorsing the conspiracy.",Rating 100 endorses the conspiracy that Diana's death was a staged murder rather than an accident.
R_1WmesFOv9hQOg49,affirms,affirms,affirms,affirms,3,The earth is flat.,"A 100 rating endorses the flat-earth claim, matching the participant’s stated conspiracy.",Rating 100 directly endorses the flat earth conspiracy claim.,Rating the statement 100 directly endorses the participant's core conspiracy claim that the earth is flat.
R_1X6HniB6ND1W5AB,affirms,affirms,affirms,affirms,3,"The election was rigged to favor Biden, and Democrats covered it up.",Restatement asserts the described conspiracy; rating 100 means endorsing a rigged election and cover-up.,"Rating 100 means believing the election was rigged for Biden, endorsing the conspiracy.",Rating 100 directly endorses the participant's belief that the election was rigged for Biden and covered up.
R_1XORtJeNLloiqLT,affirms,affirms,affirms,affirms,3,The moon landing was faked to deceive the public.,Restatement asserts the conspiracy claim directly; rating 100 means fully believing the moon landing was faked.,Restatement directly asserts the conspiracy; rating 100 means believing it was faked.,"Rating 100 means believing the moon landing was faked, which directly affirms the described conspiracy."
R_1XdvhZFFidNGbdv,affirms,affirms,affirms,affirms,3,President Kennedy was not killed by Lee Harvey Oswald; other actors were involved and the government covered it up.,Restatement asserts Oswald did not kill JFK and cites grassy knoll and cover-up evidence.,Restatement directly asserts the conspiracy: Oswald did not act alone/kill JFK.,Rating 100 endorses the conspiracy that Oswald did not kill JFK and there was a government cover-up.
R_1Xeilqor3R5tBJf,affirms,affirms,affirms,affirms,3,"Aliens created human beings and have been genetically modifying us since the beginning of our time, potentially explaining events like the resurrection of Jesus Christ and the Immaculate Conception.",Restatement directly asserts the participant’s alien-creation/genetic-modification conspiracy as true.,Restatement directly asserts the alien creation/modification conspiracy as true.,The restatement directly asserts the participant's theory that aliens created and genetically modified humans.
R_1Xn8Cc5MugSOR03,affirms,affirms,affirms,affirms,3,"John F. Kennedy was not killed in Dallas but was seriously injured, suffering severe brain damage, and lived in a hidden vegetative state for several years.",Restatement directly asserts the participant’s conspiracy claim as true; 100 equals endorsing the conspiracy.,Restatement directly asserts the conspiracy: JFK survived Dallas in a hidden vegetative state.,The restatement directly asserts the participant's conspiracy theory as true.
R_1YPoAiAEeJBhiwc,affirms,affirms,affirms,affirms,3,"Aliens have been hiding right beside us all along, and we have not noticed their presence because we are trapped in an illusion that obscures them from us.",Restatement asserts aliens are present and hidden by an illusion; 100 means endorsing the conspiracy claim.,Restatement directly asserts the conspiracy: hidden aliens unnoticed due to illusion.,The restatement directly asserts the participant's belief that aliens are hiding among us obscured by an illusion.
R_1YXIuxO0welCwQp,affirms,affirms,affirms,affirms,3,"American blacks are the true children of Israel; their identities were stolen via Islam and non-Judean Africans, and Israel bans DNA testing because current Jews aren’t truly Jews.","Restatement directly asserts participant’s conspiracy claims as factual, including identity theft and Israel DNA-testing illegality.",Restatement directly mirrors the participant's conspiracy claims verbatim.,The restatement directly asserts the participant's conspiracy theory as true.
R_1YYKoEpgqYyFFFD,affirms,affirms,affirms,affirms,3,There are five families that rule the world and they control the Illuminati.,Restatement directly asserts participant’s conspiracy; rating 100 means fully endorsing it.,Restatement directly restates the conspiracy as true; 100 = full belief.,"The restatement directly asserts the participant's conspiracy theory, so a 100 rating means endorsing it."
R_1YfytjSmIQL77Ka,affirms,affirms,affirms,affirms,3,Aliens exist and are hidden among us.,Restatement asserts the conspiracy claim that aliens exist and are secretly among humans.,Restatement directly asserts the conspiracy: aliens exist and are concealed among humans.,The restatement directly asserts the participant's conspiracy theory that aliens exist and are hiding on Earth.
R_1YnOiRB77la0Dy7,affirms,affirms,affirms,affirms,3,The moon landing was staged and filmed in a studio.,"Restatement explicitly claims the moon landing was faked, matching the participant’s conspiracy.",Restatement directly asserts the conspiracy: moon landing was faked in a studio.,"Rating 100 means believing the moon landing was staged, which directly affirms the participant's conspiracy."
R_1YzFyv6IItmkO5G,affirms,affirms,affirms,affirms,3,Humans are not the only intelligent species in the universe.,"Restatement asserts extraterrestrial counterparts exist, matching participant’s belief that humans aren’t alone.",Restatement directly affirms the conspiracy that other similar species exist.,Rating 100 endorses the participant's belief that other human-like species exist in the universe.
R_1ZK6tQ0oBfN9K6Z,affirms,affirms,affirms,affirms,3,"The world is ruled by demonic entities who shape shift, travel through dimensions, and feed on people's negative emotions.",Restatement directly asserts the participant’s conspiracy as true; rating 100 would fully endorse it.,Restatement directly asserts the conspiracy as true; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory about shape-shifting demonic entities ruling the world.
R_1ZK8GmfPkb5twVf,affirms,affirms,affirms,affirms,3,Aliens are present in Area 51.,Restatement asserts aliens at Area 51; rating 100 endorses that conspiracy claim.,Rating 100 directly endorses the conspiracy that aliens exist in Area 51.,Rating the statement 100 directly endorses the conspiracy theory that aliens are kept at Area 51.
R_1ZOGjHrIY9b2JO0,affirms,affirms,affirms,affirms,3,The government is hiding evidence of alien contact and created Area 51 to cover it up.,Restatement directly asserts the participant’s described conspiracy as true.,Restatement directly asserts the conspiracy; rating 100 endorses it.,The restatement directly asserts the participant's conspiracy theory about the government hiding alien contact at Area 51.
R_1ZPPGXSeBvoivAe,affirms,affirms,affirms,affirms,3,Multiple celebrities have been killed due to their knowledge of the identity of people in eastern files.,Restatement directly asserts the participant’s conspiracy claim; rating 100 means endorsing it as true.,Restatement directly states the conspiracy as true; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory that celebrities were killed over the Epstein files.
R_1a9XmvR2YuVYNla,affirms,affirms,affirms,affirms,3,Major world governments are secretly using artificial intelligence to control what people see online and influence their opinions without them knowing.,Restatement directly asserts the described conspiracy; rating 100 would fully endorse that claim.,Restatement directly asserts the conspiracy claim; rating 100 endorses it.,The restatement directly asserts the conspiracy theory as true.
R_1aQ8SxI0bOvn0Ax,affirms,affirms,affirms,affirms,3,UFOs are from outside Earth.,"Restatement asserts extraterrestrial origin of UFOs, matching participant’s implied belief based on Hynek’s uncertainty.",Rating 100 directly endorses the extraterrestrial origin conspiracy the participant described.,Rating 100 endorses the participant's belief that UFOs are extraterrestrial in origin.
R_1aQwX1sgyYUvYFH,affirms,affirms,affirms,affirms,3,The government has tampered with elections for decades.,Restatement directly asserts the participant’s conspiracy; rating 100 means fully endorsing it.,Restatement directly mirrors the conspiracy claim; rating 100 endorses it.,Rating 100 directly endorses the participant's claim that the government tampers with elections.
R_1aUYD9vU9eSf25T,affirms,affirms,affirms,affirms,3,Aliens are being kept from our knowledge base.,Restatement directly asserts the participant’s conspiracy claim; rating 100 means fully endorsing it.,Restatement directly mirrors the conspiracy claim; rating 100 endorses it.,The restatement directly asserts the participant's conspiracy theory that information about aliens is being hidden.
R_1aejDRpJL9UYl69,affirms,affirms,affirms,affirms,3,Aliens are living among us on Earth.,Restatement directly asserts the participant’s conspiracy claim; rating 100 endorses aliens living among us.,Restatement directly asserts the conspiracy claim; rating 100 endorses alien presence.,The restatement directly asserts the participant's conspiracy theory that aliens are living on Earth.
R_1ahLrVwPlajt8Ir,affirms,affirms,affirms,affirms,3,People in power speak the truth at first but then lie and hide the truth from others.,Restatement repeats participant’s claim about “they” lying and hiding truth; 100 endorses that concealment.,Restatement directly mirrors participant's claim about truth-hiding; 100 endorses it.,The restatement directly affirms the participant's exact claim about people lying and hiding the truth.
R_1amwhPWFuW4pkJz,affirms,affirms,affirms,affirms,3,"A secret society controls world governments, media, and financial systems.",Restatement directly asserts the described conspiracy; rating it 100 endorses that secret society control claim.,Restatement directly asserts the conspiracy as true; rating 100 endorses it.,Rating the statement 100 directly endorses the participant's belief in a controlling secret society.
R_1arGE26VoJJbLqN,affirms,affirms,affirms,affirms,3,"NASA faked the 1969-1972 Apollo moon landings to win the Space Race, as indicated by the lack of stars and evidence, along with signs of studio filming lighting.",Restatement directly asserts the described conspiracy is true; 100 equals endorsing the moon-landing-hoax claim.,Restatement directly asserts the conspiracy; rating 100 means believing NASA faked landings.,Rating the restatement 100 directly endorses the conspiracy that NASA faked the Apollo moon landings.
R_1awTZGuz7dot6Ce,affirms,affirms,affirms,affirms,3,"The driver of JFK's car was responsible for his assassination, and this fact has been covered up for years.","Restatement asserts the driver killed JFK and a long-term coverup, matching participant’s conspiracy claim.",Restatement directly asserts the conspiracy: driver did it and was covered up.,The restatement directly asserts the participant's conspiracy theory that the driver killed JFK and it was covered up.
R_1b1bs4WvQjGzpHr,affirms,affirms,affirms,affirms,3,The moon and space are not real; they are hoaxes.,Restatement directly asserts the participant’s conspiracy claim; rating 100 means fully endorsing it.,Restatement directly asserts the conspiracy: moon and space are fake hoaxes.,"Rating 100 means believing the moon and space are hoaxes, which directly affirms the participant's conspiracy."
R_1bZ6Me02CpMmwta,affirms,affirms,affirms,affirms,3,The Earth is a flat floating plane rather than a round rotating sphere.,Restatement asserts flat Earth over spherical Earth; rating 100 endorses the conspiracy claim.,Restatement directly asserts the flat earth conspiracy as true.,Rating the restatement 100 directly endorses the participant's description of the flat earth conspiracy.
R_1bb3LRIIY8o1MGJ,affirms,affirms,affirms,affirms,3,The government is hiding evidence of aliens.,Restatement directly asserts the participant’s conspiracy; 100 means fully endorsing it.,Restatement directly states the conspiracy; rating 100 means fully believing it.,"Rating 100 means believing the government hides alien evidence, which directly affirms the participant's conspiracy."
R_1c8IsmlBPnt9iP8,affirms,affirms,affirms,affirms,3,"The government is taking taxpayers' money and putting it into their own pockets, enriching themselves while the state struggles financially.",Restatement asserts the described corruption conspiracy as true; a 100 rating endorses it.,Restatement directly asserts the conspiracy: officials stealing tax dollars for personal enrichment.,The restatement directly asserts the participant's conspiracy theory that the government is pocketing tax dollars.
R_1cZmnqimwSmRPue,affirms,affirms,affirms,affirms,3,The U.S. government orchestrated the 9/11 attacks on the Twin Towers.,Restatement claims the U.S. government carried out 9/11; rating 100 endorses the described conspiracy.,Restatement directly asserts the conspiracy: government orchestrated 9/11.,Rating the restatement 100 directly endorses the participant's described conspiracy that the US government orchestrated 9/11.
R_1cqIZudIOeOucLf,affirms,affirms,affirms,affirms,3,The Malaysia airline that disappeared around a decade ago was shot down.,Restatement directly asserts the participant’s conspiracy claim; rating 100 indicates full endorsement.,Restatement directly states the conspiracy claim verbatim.,"The restatement exactly matches the participant's conspiracy claim, so a 100 rating affirms the conspiracy."
R_1czKRIHFQumAfcR,affirms,affirms,affirms,affirms,3,Bigfoot exists.,"A 100 rating endorses Bigfoot’s existence, matching the participant’s stated conspiracy topic.","Rating 100 confirms Bigfoot's existence, directly endorsing the conspiracy belief.","Rating 100 means believing Bigfoot exists, which matches the participant's conspiracy."
R_1d8UufnuZ8fUgVj,affirms,affirms,affirms,affirms,3,The government is deliberately withholding information about events occurring in outer space.,Restatement asserts the same claim: government intentionally hides information about outer space events.,"Restatement directly states government concealment of space information, matching the conspiracy.",The restatement directly asserts the participant's conspiracy theory that the government is hiding information about outer space.
R_1dFRp6VuFqNYdUX,affirms,affirms,affirms,affirms,3,Extraterrestrial aliens exist.,"A 100 rating endorses that extraterrestrial aliens exist, matching the participant’s described conspiracy belief.","Rating 100 means believing aliens exist, matching the conspiracy side described.","Rating 100 endorses the existence of aliens, which is the core of the described controversy."
R_1dFjVzwee0NBm1F,affirms,affirms,affirms,affirms,3,"Covid-19 strains existed before 2020 and were present as early as 2019, including in Italy before the pandemic officially began.","Restatement asserts pre-2020 Covid presence, matching participant’s described conspiracy claim.",Restatement directly asserts the conspiracy claim; rating 100 endorses it.,The restatement directly asserts the participant's conspiracy theory as true.
R_1dJQIL54pa4B8jb,affirms,affirms,affirms,affirms,3,The moon landing never happened due to inadequate technology at the time.,"Restatement asserts the moon landing never happened, matching the participant’s conspiracy claim.",Restatement directly asserts the conspiracy: moon landing was faked due to poor technology.,"Rating 100 means agreeing the moon landing never happened, which directly affirms the participant's conspiracy."
R_1dXntKibQnH0QHh,affirms,affirms,affirms,affirms,3,"Certain advanced technologies, such as free energy or anti-gravity devices, have been developed in secret and are being deliberately suppressed by governments or corporations to protect existing industries and maintain economic control.",Restatement directly asserts the alleged secret tech exists and is being suppressed; 100 equals endorsing conspiracy.,Restatement directly asserts the conspiracy as true; 100 = fully believes it.,The restatement directly asserts the participant's described conspiracy theory as true.
R_1dgH7meOTc2dacU,affirms,affirms,affirms,affirms,3,"There are other continents beyond the ice wall that governments are hiding, and countries agreed to keep people from going there.",Restatement asserts hidden continents beyond an ice wall and a global agreement blocking access—matches participant’s conspiracy claim.,"Restatement directly endorses the conspiracy: hidden lands beyond ice wall, global cover-up.",Rating 100 means endorsing the existence of hidden continents beyond the ice wall.
R_1e2Drcngzl787Qa,affirms,affirms,affirms,affirms,3,"The government is hiding evidence of alien contact, as demonstrated by pictures of alien ships creating cloud cover to avoid detection.",Restatement asserts government hides alien contact evidence; 100 means fully endorsing participant’s alien-contact conspiracy.,Restatement directly asserts the conspiracy: government hiding alien contact with UFO evidence.,The restatement directly asserts the participant's belief that the government is hiding evidence of alien contact.
R_1e2oKfC2EYmXoIf,affirms,affirms,affirms,affirms,3,The government is concealing evidence of extraterrestrial contact and has recovered alien technology.,Restatement directly asserts the participant’s conspiracy; a 100 rating endorses government alien-contact coverup.,Restatement directly asserts the conspiracy; rating 100 means fully believing it.,Rating the restatement 100 directly endorses the participant's conspiracy that the government is hiding alien technology.
R_1e3qxQCPum6fqNJ,affirms,affirms,affirms,affirms,3,Russia infiltrated the 2016 election and Elon Musk hacked the 2024 election.,Restatement directly asserts the participant’s conspiracy claims; rating 100 endorses them as true.,Restatement directly asserts both conspiracy claims as true.,The restatement directly asserts the participant's conspiracy theory as true.
R_1e9TCm5D79E5Du1,affirms,affirms,affirms,affirms,3,The White House contains many pedophiles.,Restatement directly asserts the participant’s conspiracy claim as true; 100 means endorsing it.,Restatement directly asserts the conspiracy; rating 100 endorses it.,Rating 100 directly endorses the participant's conspiracy theory that pedophiles are in the White House.
R_1eOWJa5AY9WYZee,affirms,affirms,affirms,affirms,3,Bigfoot is a real creature living in the forest that leaves gigantic footprints.,Restatement asserts Bigfoot exists and cites sightings/footprints as evidence; 100 endorses the conspiracy.,"Rating 100 endorses Bigfoot's existence, matching the participant's belief.","Rating 100 endorses the existence of Bigfoot, directly aligning with the participant's conspiracy theory."
R_1eUxPAr5rC8IrV3,affirms,affirms,affirms,affirms,3,The moon landing was faked in a studio by the U.S. government.,Restatement directly asserts the participant’s conspiracy claim; rating 100 means fully endorsing it.,Restatement directly asserts the conspiracy; rating 100 means fully believing it.,"Rating 100 means endorsing the conspiracy that the moon landing was faked, matching the participant's description."
R_1eotvoNyyYVZF17,affirms,affirms,affirms,affirms,3,The government has proof of aliens and has some captured for study.,"Restatement asserts government possesses proof of aliens and holds captured aliens, matching the described conspiracy.",Restatement directly mirrors the conspiracy claim; rating 100 endorses it.,Rating 100 directly endorses the participant's claim that the government is hiding captured aliens.
R_1f0DxYrlogFT80P,affirms,affirms,affirms,affirms,3,The Earth is flat.,Restatement directly asserts the participant’s flat-Earth conspiracy; rating 100 fully endorses it.,Rating 100 directly endorses the flat Earth conspiracy theory.,Rating the statement 100 directly endorses the participant's described conspiracy that the Earth is flat.
R_1f6zE9LBpkotO37,affirms,affirms,affirms,affirms,3,The Apollo moon landing was staged.,Restatement asserts the landing could have been staged; rating 100 endorses the fake/staged moon landing conspiracy.,"Restatement directly states the moon landing was staged, matching the conspiracy.","Rating 100 means agreeing the moon landing was staged, which affirms the participant's conspiracy theory."
R_1f8W6i8EdemDIID,affirms,affirms,affirms,affirms,3,"Lizard people, including Queen Elizabeth and other high-ranking officials, exist and can be identified by the distinct shape of their eyes.",Restatement asserts lizard people exist among elites and are identifiable by eye shape—core conspiracy claim.,Rating 100 endorses lizard people existing and being identifiable by eye shape.,Rating 100 affirms the conspiracy that high-ranking officials are lizard people identifiable by their eyes.
R_1fJlMPk6bkVLDdl,affirms,affirms,affirms,affirms,3,"Certain individuals' deaths have been faked, possibly due to their belonging to an alien race.","Restatement asserts deaths were faked (with alien-race motive), matching participant’s described conspiracy.",Restatement directly asserts the conspiracy: faked deaths linked to alien race membership.,"Rating 100 endorses the conspiracy that deaths were faked, matching the participant's description."
R_1fblVk3mWKzamYh,affirms,affirms,affirms,affirms,3,A lot of what we see is intentionally manipulated to influence how we feel.,Restatement matches participant’s claim that information is shaped to sway emotions; 100 endorses that manipulation exists.,Restatement directly mirrors participant's belief that information is shaped to sway feelings.,The restatement directly asserts the participant's belief that information is manipulated to influence emotions.
R_1ffmnxxCVcQUyec,affirms,affirms,affirms,affirms,3,The government is using technology to control the weather.,Restatement directly asserts the participant’s conspiracy; rating 100 means fully endorsing it.,Restatement directly asserts the conspiracy claim verbatim.,The restatement directly asserts the participant's conspiracy theory as true.
R_1g4LvO22qZf71Rv,affirms,affirms,affirms,affirms,3,"The moon landing was faked, as indicated by the flag waving in a way it shouldn't have in a vacuum.",Restatement asserts moon landing was faked; 100 rating endorses the participant’s conspiracy claim.,Restatement directly asserts the conspiracy; rating 100 means believing it was faked.,"Rating the statement 100 means agreeing the moon landing was faked, directly affirming the participant's conspiracy."
R_1g4WDgwitCLgSJT,affirms,affirms,affirms,affirms,3,AIDS was intentionally created and spread by the government to eliminate the homosexual community.,"Restatement asserts the government created/spread AIDS to target homosexuals, matching the participant’s conspiracy.",Restatement directly asserts the conspiracy as true; 100 = believes it.,The restatement directly asserts the participant's conspiracy theory that the government created AIDS to target homosexuals.
R_1g7Nuw3qb4MtTdf,affirms,affirms,affirms,affirms,3,The government is hiding the existence of beings at Area 51 in a secret base where no one is allowed entry.,"Restatement asserts government is concealing beings at Area 51, matching the participant’s conspiracy claim.",Restatement directly asserts the conspiracy: government hiding beings at Area 51.,The restatement directly asserts the participant's conspiracy theory as true.
R_1gK5yYSBWsVVtZf,affirms,affirms,affirms,affirms,3,"Anne’s reported fatal car accident was staged to cover up her investigation into a pedophile ring, and she was kidnapped or otherwise disappeared while alive.","Restatement asserts the cover-up, survival, and suspicious disappearance, matching the participant’s conspiracy narrative.","Restatement directly asserts the conspiracy: faked death, pedo ring cover-up, foul play.",The restatement directly asserts the participant's conspiracy theory about Anne's faked death and kidnapping.
R_1gLuGHRO0otH3px,affirms,affirms,affirms,affirms,3,The government is hiding information about aliens and the Epstein files from the public.,A 100 rating endorses the claim that the government is concealing alien information and Epstein files.,Restatement directly asserts the conspiracy: government concealing aliens and Epstein files.,Rating 100 endorses the participant's belief that the government is hiding information about aliens and Epstein.
R_1gR5y812Tp61nMX,affirms,affirms,affirms,affirms,3,Certain governments have recovered unidentified flying objects and are secretly studying alien technology while hiding the evidence from the public.,Restatement asserts the concealed UFO recovery and alien tech study claim as true.,Restatement directly asserts the conspiracy claim; rating 100 endorses it.,The restatement directly asserts the conspiracy theory described by the participant.
R_1gSVN4l2oiD8ixz,affirms,affirms,affirms,affirms,3,"There are escape routes and nuclear fallout shelters under Denver International Airport in Denver, Colorado.",Restatement directly asserts the participant’s conspiracy claim; rating 100 means fully endorsing it.,Restatement directly states the conspiracy as true; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory as true.
R_1guVSHHqZh4vkWN,affirms,affirms,affirms,affirms,3,"Aliens are real and they are in Area 51, and 2pac never died but moved to Cuba.",Restatement directly asserts both conspiratorial claims as true; a 100 rating endorses them.,Restatement directly mirrors the participant's conspiracy claims verbatim.,The restatement directly asserts the participant's claims about aliens in Area 51 and Tupac living in Cuba.
R_1h09epg1bJRQFjK,affirms,affirms,affirms,affirms,3,9/11 was orchestrated by the United States government.,Restatement directly asserts the participant’s conspiracy claim that the U.S. government orchestrated 9/11.,Restatement directly asserts the conspiracy; rating 100 means believing it.,Rating the restatement 100 directly endorses the participant's conspiracy that the US government orchestrated 9/11.
R_1hPVeZEDUqkdU1P,affirms,affirms,affirms,affirms,3,The government is hiding evidence of extraterrestrial contact and has recovered alien technology.,Restatement directly asserts the described conspiracy; rating 100 indicates full belief in hidden alien contact/tech.,Restatement directly mirrors the conspiracy claim; rating 100 endorses it.,Rating the restatement 100 directly endorses the participant's belief that the government is hiding alien technology.
R_1hWH4QlmUK8VKcI,affirms,affirms,affirms,affirms,3,The government is hiding information about life from outer space.,Restatement directly asserts the participant’s conspiracy; rating 100 means fully endorsing that claim.,Restatement matches conspiracy exactly; rating 100 endorses the cover-up belief.,"Rating 100 means believing the government hides extraterrestrial information, which directly affirms the participant's conspiracy."
R_1hcm9nOg0Y8mKUQ,affirms,affirms,affirms,affirms,3,The government is covering up details about the assassination of JFK.,"Restatement asserts government cover-up about JFK assassination, matching participant’s described conspiracy.","Rating 100 endorses government cover-up of JFK assassination, matching the conspiracy.",Rating 100 endorses the participant's belief that the government is covering up the JFK assassination.
R_1hguGd4gGaPgQK1,affirms,affirms,affirms,affirms,3,The government is hiding evidence of extraterrestrial contact and has recovered alien technology.,Restatement directly asserts the participant’s conspiracy as true; rating 100 endorses it.,Restatement directly matches the conspiracy claim verbatim; 100 = believes it.,The restatement directly asserts the participant's conspiracy theory about the government hiding alien technology.
R_1hhOW0cvZ4Xnsop,affirms,affirms,affirms,affirms,3,The moon landing was faked by the United States to win the space race.,Restatement asserts the conspiracy claim (moon landing faked); rating 100 endorses that conspiracy.,"Rating 100 means believing the moon landing was staged, endorsing the conspiracy.",Rating the restatement 100 means endorsing the conspiracy that the moon landing was faked.
R_1hrLACj8fuZXcvq,affirms,affirms,affirms,affirms,3,NASA is going to send extraterrestrials into space to observe their behavior.,Restatement directly asserts the participant’s claim; rating it 100 means fully endorsing the conspiracy.,Restatement directly mirrors participant's claim; rating 100 endorses the conspiracy.,The restatement directly asserts the participant's claim about NASA sending extraterrestrials into space as true.
R_1iDjfZjxDXJNFYZ,affirms,affirms,affirms,affirms,3,Brittney Spears and Jim Carey were replaced with stunt doubles who took over their places.,Restatement asserts the replacement-with-stunt-doubles conspiracy as true.,Restatement directly asserts the conspiracy that doubles replaced the celebrities.,Rating 100 means endorsing the conspiracy that the celebrities were replaced by stunt doubles.
R_1iNXk8LVfd1YApz,affirms,affirms,affirms,affirms,3,The collapse of the Twin Towers on 9/11 was the result of an inside job rather than the impact of the planes.,"Restatement asserts 9/11 was an inside job, aligning with the participant’s conspiracy question.","Restatement directly asserts 9/11 was an inside job, matching the conspiracy belief.","Rating 100 endorses the participant's belief that 9/11 was an inside job, affirming the conspiracy."
R_1iUnicvNaRhXIjj,affirms,affirms,affirms,affirms,3,Nobody has ever landed on the moon.,Restatement directly asserts the participant’s conspiracy claim that moon landings never happened.,Restatement directly states the conspiracy claim; 100 = believes no moon landing.,Rating the restatement 100 directly endorses the participant's belief that the moon landing never happened.
R_1iapL6NAZCkTDJ0,affirms,affirms,affirms,affirms,3,The government is poisoning the food supply and causing people to die sooner by controlling and altering the sources and quality of food.,Restatement directly asserts the participant’s conspiracy that government-controlled food is intentionally poisoning people.,Restatement directly asserts the conspiracy: government poisoning food supply causing premature death.,The restatement directly asserts the participant's conspiracy theory that the government is intentionally poisoning the food supply.
R_1ihZmI42L1l1Y77,affirms,affirms,affirms,affirms,3,Bigfoot is real.,Restatement directly asserts the participant’s conspiracy; rating 100 means fully believing Bigfoot exists.,"Rating 100 directly endorses Bigfoot's existence, matching the conspiracy.",Rating the statement 100 directly endorses the participant's conspiracy theory that Bigfoot exists.
R_1ikPwYKDqneUZ1N,affirms,affirms,affirms,affirms,3,"The government deliberately released COVID-19 to control the population, mainly harming the lower class while the upper class mostly lost money.","Restatement asserts deliberate government release of COVID-19 for crowd control, matching the participant’s conspiracy.",Restatement directly asserts government deliberately released COVID for population control.,The restatement directly asserts the participant's conspiracy theory that the government deliberately released COVID-19 for population control.
R_1im0deUVkSQaeR6,affirms,affirms,affirms,affirms,3,"A group of elites secretly controls everything, possibly through an organization like the Illuminati.",Restatement directly asserts the elite/Illuminati secret-control conspiracy as true.,Restatement directly asserts the conspiracy; rating 100 means fully believing it.,The restatement directly asserts the participant's conspiracy theory that a secret elite group controls the world.
R_1iwhynG1GI5NI5a,affirms,affirms,affirms,affirms,3,Aliens are real.,"Restatement asserts aliens exist, matching participant’s belief based on internet pictures; 100 endorses the conspiracy claim.","Rating 100 confirms aliens exist, directly endorsing the participant's conspiracy belief.","Rating 100 means believing aliens exist, which directly affirms the participant's described conspiracy."
R_1j6yDO9CirTZJWX,affirms,affirms,affirms,affirms,3,The government is hiding extraterrestrial life from us.,Restatement directly asserts the described conspiracy; a 100 rating endorses government concealment of extraterrestrial life.,Restatement matches conspiracy verbatim; rating 100 endorses the conspiracy.,"Rating 100 means believing the government hides aliens, which directly affirms the participant's conspiracy."
R_1jSvyHZWsZbfFnD,affirms,affirms,affirms,affirms,3,Our existence is a simulation controlled by an entity similar to a video game.,Restatement asserts the simulation hypothesis; rating 100 means fully endorsing the described conspiracy.,Restatement directly asserts the simulation conspiracy as true.,"Rating 100 means believing we are in a simulation, which directly affirms the participant's conspiracy theory."
R_1jfdYhpKy36hGh6,affirms,affirms,affirms,affirms,3,The government controls the weather.,Restatement directly asserts the participant’s conspiracy; rating 100 endorses government weather control.,Restatement directly states the conspiracy; rating 100 means fully believing it.,Rating the restatement 100 directly endorses the participant's conspiracy that the government controls the weather.
R_1jqDiNCreyjizit,affirms,affirms,affirms,affirms,3,"The government is hiding things from the US public, including the fact that the earth is flat.",Restatement asserts government cover-up and flat earth as true; 100 equals endorsing participant’s conspiracy.,Rating 100 endorses both government concealment and flat earth conspiracy.,Rating 100 endorses the participant's exact claim that the government is hiding the truth about a flat earth.
