item_id,ResponseId,study,field,n_raters_ok,mean_confidence,consensus_response_quality,consensus_primary_theme,evid_pos,expt_pos,emph_pos,detl_pos,conx_pos,priv_pos,lack_neg,deep_neg,angr_neg,evid_neg,bias_neg,mech_neg,trst_neg,offt_neg,emot_neg,n_contested_themes,low_agreement_flag
S1_R_3IcGXiRHsWRSQLt_notpers,R_3IcGXiRHsWRSQLt,S1,not_persuasive,5,0.782,substantive,deep_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
S1_R_3IcGXiRHsWRSQLt_pers,R_3IcGXiRHsWRSQLt,S1,persuasive,5,0.842,substantive,evid_pos,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3JOYrlFgCzucwJW_notpers,R_3JOYrlFgCzucwJW,S1,not_persuasive,5,0.79,substantive,angr_neg,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,4,1
S1_R_3JOYrlFgCzucwJW_pers,R_3JOYrlFgCzucwJW,S1,persuasive,5,0.804,substantive,expt_pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
S1_R_3JbtQyonID3Dsat_pers,R_3JbtQyonID3Dsat,S1,persuasive,5,0.812,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
S1_R_3JmFOsNdVZucvlL_notpers,R_3JmFOsNdVZucvlL,S1,not_persuasive,5,0.828,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3JmFOsNdVZucvlL_pers,R_3JmFOsNdVZucvlL,S1,persuasive,5,0.748,substantive,expt_pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
S1_R_3KoNIy2bVffVhlM_notpers,R_3KoNIy2bVffVhlM,S1,not_persuasive,5,0.928,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_3KoNIy2bVffVhlM_pers,R_3KoNIy2bVffVhlM,S1,persuasive,5,0.866,substantive,evid_pos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3KrLhXeuTwTHRkD_notpers,R_3KrLhXeuTwTHRkD,S1,not_persuasive,5,0.92,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3KrLhXeuTwTHRkD_pers,R_3KrLhXeuTwTHRkD,S1,persuasive,5,0.776,unclassifiable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3LG2SHemvitq9vP_notpers,R_3LG2SHemvitq9vP,S1,not_persuasive,5,0.816,substantive,evid_neg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S1_R_3LG2SHemvitq9vP_pers,R_3LG2SHemvitq9vP,S1,persuasive,5,0.792,substantive,detl_pos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
S1_R_3LZ3cEK6pM3ZyRf_notpers,R_3LZ3cEK6pM3ZyRf,S1,not_persuasive,5,0.746,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3LZ3cEK6pM3ZyRf_pers,R_3LZ3cEK6pM3ZyRf,S1,persuasive,5,0.73,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3Lu4AAoGxUtx6Al_notpers,R_3Lu4AAoGxUtx6Al,S1,not_persuasive,5,0.914,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_3Lu4AAoGxUtx6Al_pers,R_3Lu4AAoGxUtx6Al,S1,persuasive,5,0.87,substantive,expt_pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3MfGPAvrhs0sGNf_notpers,R_3MfGPAvrhs0sGNf,S1,not_persuasive,5,0.798,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_3MfGPAvrhs0sGNf_pers,R_3MfGPAvrhs0sGNf,S1,persuasive,5,0.918,substantive,detl_pos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3N2h6aXhnQQ2veB_notpers,R_3N2h6aXhnQQ2veB,S1,not_persuasive,5,0.79,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3N2h6aXhnQQ2veB_pers,R_3N2h6aXhnQQ2veB,S1,persuasive,5,0.714,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3NTk8D4ys5cldg5_notpers,R_3NTk8D4ys5cldg5,S1,not_persuasive,5,0.888,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3NTk8D4ys5cldg5_pers,R_3NTk8D4ys5cldg5,S1,persuasive,5,0.866,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3NabweI9ghrM7uT_notpers,R_3NabweI9ghrM7uT,S1,not_persuasive,5,0.782,substantive,offt_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S1_R_3NabweI9ghrM7uT_pers,R_3NabweI9ghrM7uT,S1,persuasive,5,0.898,substantive,expt_pos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3NiwtlBFUAweFXj_notpers,R_3NiwtlBFUAweFXj,S1,not_persuasive,5,0.906,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3NiwtlBFUAweFXj_pers,R_3NiwtlBFUAweFXj,S1,persuasive,5,0.846,substantive,evid_pos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3NqSrpI66EPEio9_notpers,R_3NqSrpI66EPEio9,S1,not_persuasive,5,0.868,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3NqSrpI66EPEio9_pers,R_3NqSrpI66EPEio9,S1,persuasive,5,0.914,substantive,expt_pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3OGxnta1hkbeqsc_notpers,R_3OGxnta1hkbeqsc,S1,not_persuasive,5,0.782,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
S1_R_3OGxnta1hkbeqsc_pers,R_3OGxnta1hkbeqsc,S1,persuasive,5,0.742,substantive,trst_neg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
S1_R_3OH2SYAktdLAyr8_notpers,R_3OH2SYAktdLAyr8,S1,not_persuasive,5,0.936,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3OH2SYAktdLAyr8_pers,R_3OH2SYAktdLAyr8,S1,persuasive,5,0.85,substantive,conx_pos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3OoAGzYkS5IiCyO_notpers,R_3OoAGzYkS5IiCyO,S1,not_persuasive,5,0.718,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
S1_R_3OoAGzYkS5IiCyO_pers,R_3OoAGzYkS5IiCyO,S1,persuasive,5,0.832,substantive,conx_pos,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3OpnaiPXvjnOJ1a_notpers,R_3OpnaiPXvjnOJ1a,S1,not_persuasive,5,0.84,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3OpnaiPXvjnOJ1a_pers,R_3OpnaiPXvjnOJ1a,S1,persuasive,5,0.932,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3P1TBJ6uBhayhrk_notpers,R_3P1TBJ6uBhayhrk,S1,not_persuasive,5,0.876,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3P1TBJ6uBhayhrk_pers,R_3P1TBJ6uBhayhrk,S1,persuasive,5,0.848,substantive,evid_pos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3Phmh4WNnY410gl_notpers,R_3Phmh4WNnY410gl,S1,not_persuasive,5,0.862,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3Phmh4WNnY410gl_pers,R_3Phmh4WNnY410gl,S1,persuasive,5,0.826,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3PqLE2KM9u00aZz_notpers,R_3PqLE2KM9u00aZz,S1,not_persuasive,5,0.686,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3PqLE2KM9u00aZz_pers,R_3PqLE2KM9u00aZz,S1,persuasive,5,0.852,substantive,detl_pos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3Q4sJdz8pvRlIIX_notpers,R_3Q4sJdz8pvRlIIX,S1,not_persuasive,5,0.852,substantive,mech_neg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
S1_R_3Q4sJdz8pvRlIIX_pers,R_3Q4sJdz8pvRlIIX,S1,persuasive,5,0.92,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3QA8UP4WRjqZNbp_notpers,R_3QA8UP4WRjqZNbp,S1,not_persuasive,5,0.926,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3QA8UP4WRjqZNbp_pers,R_3QA8UP4WRjqZNbp,S1,persuasive,5,0.916,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3QAnTUE39i7BFFf_notpers,R_3QAnTUE39i7BFFf,S1,not_persuasive,5,0.89,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S1_R_3QAnTUE39i7BFFf_pers,R_3QAnTUE39i7BFFf,S1,persuasive,5,0.808,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
S1_R_3QLfxruTjEcNoUP_pers,R_3QLfxruTjEcNoUP,S1,persuasive,5,0.842,substantive,conx_pos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3QMZJXhayKXn9X1_notpers,R_3QMZJXhayKXn9X1,S1,not_persuasive,5,0.888,substantive,deep_neg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
S1_R_3QMZJXhayKXn9X1_pers,R_3QMZJXhayKXn9X1,S1,persuasive,5,0.842,substantive,lack_neg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S1_R_3QQTbbs3WH3VBxh_notpers,R_3QQTbbs3WH3VBxh,S1,not_persuasive,5,0.758,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3QQTbbs3WH3VBxh_pers,R_3QQTbbs3WH3VBxh,S1,persuasive,5,0.814,substantive,emph_pos,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1
S1_R_3QT3latyS8Uua9H_notpers,R_3QT3latyS8Uua9H,S1,not_persuasive,5,0.914,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S1_R_3QT3latyS8Uua9H_pers,R_3QT3latyS8Uua9H,S1,persuasive,5,0.73,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3Qo1Y2PY1bcgjHv_notpers,R_3Qo1Y2PY1bcgjHv,S1,not_persuasive,5,0.89,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_3Qo1Y2PY1bcgjHv_pers,R_3Qo1Y2PY1bcgjHv,S1,persuasive,5,0.924,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_3QyWBdwj5SpRmaw_notpers,R_3QyWBdwj5SpRmaw,S1,not_persuasive,5,0.878,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3QyWBdwj5SpRmaw_pers,R_3QyWBdwj5SpRmaw,S1,persuasive,5,0.848,substantive,detl_pos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3R8k4j0QZtYTBdL_notpers,R_3R8k4j0QZtYTBdL,S1,not_persuasive,5,0.942,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3R8k4j0QZtYTBdL_pers,R_3R8k4j0QZtYTBdL,S1,persuasive,5,0.878,substantive,expt_pos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3REDrbJK1IfgaxX_pers,R_3REDrbJK1IfgaxX,S1,persuasive,5,0.84,substantive,detl_pos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3Rq5BEo4lE6WJsl_notpers,R_3Rq5BEo4lE6WJsl,S1,not_persuasive,5,0.818,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3Rq5BEo4lE6WJsl_pers,R_3Rq5BEo4lE6WJsl,S1,persuasive,5,0.908,substantive,evid_pos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3SBwVhSYkEEBziW_notpers,R_3SBwVhSYkEEBziW,S1,not_persuasive,5,0.926,meta_or_off_topic,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3SBwVhSYkEEBziW_pers,R_3SBwVhSYkEEBziW,S1,persuasive,5,0.912,meta_or_off_topic,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3SnITPszGpLeech_notpers,R_3SnITPszGpLeech,S1,not_persuasive,5,0.744,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3SnITPszGpLeech_pers,R_3SnITPszGpLeech,S1,persuasive,5,0.802,substantive,conx_pos,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3TXlHzKukjTFxgc_notpers,R_3TXlHzKukjTFxgc,S1,not_persuasive,5,0.968,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3TXlHzKukjTFxgc_pers,R_3TXlHzKukjTFxgc,S1,persuasive,5,0.914,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3TeUrAD9L2gcq2d_pers,R_3TeUrAD9L2gcq2d,S1,persuasive,5,0.832,substantive,evid_pos,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3ThE4YzZgtxNMyJ_notpers,R_3ThE4YzZgtxNMyJ,S1,not_persuasive,5,0.796,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3ThE4YzZgtxNMyJ_pers,R_3ThE4YzZgtxNMyJ,S1,persuasive,5,0.752,substantive,evid_pos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
S1_R_3TnFbTxqfCGDjZV_notpers,R_3TnFbTxqfCGDjZV,S1,not_persuasive,5,0.812,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3TnFbTxqfCGDjZV_pers,R_3TnFbTxqfCGDjZV,S1,persuasive,5,0.9,substantive,conx_pos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3UfTU8HGm0KeSIx_notpers,R_3UfTU8HGm0KeSIx,S1,not_persuasive,5,0.87,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3UfTU8HGm0KeSIx_pers,R_3UfTU8HGm0KeSIx,S1,persuasive,5,0.808,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3VGG7uc4FDsjUtz_notpers,R_3VGG7uc4FDsjUtz,S1,not_persuasive,5,0.782,substantive,offt_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
S1_R_3VGG7uc4FDsjUtz_pers,R_3VGG7uc4FDsjUtz,S1,persuasive,5,0.772,substantive,deep_neg,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1
S1_R_3VanjYtYT1V5ISh_notpers,R_3VanjYtYT1V5ISh,S1,not_persuasive,5,0.87,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S1_R_3VanjYtYT1V5ISh_pers,R_3VanjYtYT1V5ISh,S1,persuasive,5,0.85,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3Vlnk56maH2ivPb_notpers,R_3Vlnk56maH2ivPb,S1,not_persuasive,5,0.792,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S1_R_3Vlnk56maH2ivPb_pers,R_3Vlnk56maH2ivPb,S1,persuasive,5,0.922,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S1_R_3VxA7vTYAcV3ZYt_notpers,R_3VxA7vTYAcV3ZYt,S1,not_persuasive,5,0.744,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3VxA7vTYAcV3ZYt_pers,R_3VxA7vTYAcV3ZYt,S1,persuasive,5,0.94,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3WuK9Z4mr39yNnz_notpers,R_3WuK9Z4mr39yNnz,S1,not_persuasive,5,0.798,substantive,bias_neg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
S1_R_3WuK9Z4mr39yNnz_pers,R_3WuK9Z4mr39yNnz,S1,persuasive,5,0.916,substantive,evid_pos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3Xd0DVhvkO0vRQo_notpers,R_3Xd0DVhvkO0vRQo,S1,not_persuasive,5,0.674,substantive,detl_pos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3Xd0DVhvkO0vRQo_pers,R_3Xd0DVhvkO0vRQo,S1,persuasive,5,0.788,substantive,conx_pos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3YEjKxXWzbkMRHP_notpers,R_3YEjKxXWzbkMRHP,S1,not_persuasive,5,0.92,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_3YEjKxXWzbkMRHP_pers,R_3YEjKxXWzbkMRHP,S1,persuasive,5,0.94,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S1_R_3YJKvSt2WGi7hsJ_notpers,R_3YJKvSt2WGi7hsJ,S1,not_persuasive,5,0.912,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3YJKvSt2WGi7hsJ_pers,R_3YJKvSt2WGi7hsJ,S1,persuasive,5,0.738,substantive,evid_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
S1_R_3YXMcC5OBTGt0LN_notpers,R_3YXMcC5OBTGt0LN,S1,not_persuasive,5,0.816,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3YgNAy7Bgn8eMPQ_notpers,R_3YgNAy7Bgn8eMPQ,S1,not_persuasive,5,0.752,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1
S1_R_3YgNAy7Bgn8eMPQ_pers,R_3YgNAy7Bgn8eMPQ,S1,persuasive,5,0.87,substantive,evid_pos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3YnYQomKOzb8usK_notpers,R_3YnYQomKOzb8usK,S1,not_persuasive,5,0.624,substantive,bias_neg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
S1_R_3YnYQomKOzb8usK_pers,R_3YnYQomKOzb8usK,S1,persuasive,5,0.802,substantive,conx_pos,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1
S1_R_3YxEGWcJI8N7XnU_notpers,R_3YxEGWcJI8N7XnU,S1,not_persuasive,5,0.93,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S1_R_3YxEGWcJI8N7XnU_pers,R_3YxEGWcJI8N7XnU,S1,persuasive,5,0.782,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S1_R_3YxkoNU0LGua5T4_notpers,R_3YxkoNU0LGua5T4,S1,not_persuasive,5,0.876,substantive,angr_neg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S1_R_3YxkoNU0LGua5T4_pers,R_3YxkoNU0LGua5T4,S1,persuasive,5,0.918,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3ZVZEVgb7vpW7OV_notpers,R_3ZVZEVgb7vpW7OV,S1,not_persuasive,5,0.872,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3ZVZEVgb7vpW7OV_pers,R_3ZVZEVgb7vpW7OV,S1,persuasive,5,0.842,substantive,conx_pos,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3aEx3yYPkOsuZZ2_notpers,R_3aEx3yYPkOsuZZ2,S1,not_persuasive,5,0.792,substantive,bias_neg,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
S1_R_3aEx3yYPkOsuZZ2_pers,R_3aEx3yYPkOsuZZ2,S1,persuasive,5,0.862,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3af21KUfpf4lRKq_notpers,R_3af21KUfpf4lRKq,S1,not_persuasive,5,0.806,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3af21KUfpf4lRKq_pers,R_3af21KUfpf4lRKq,S1,persuasive,5,0.766,substantive,evid_pos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3az6egctHJLWUZs_notpers,R_3az6egctHJLWUZs,S1,not_persuasive,5,0.89,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3az6egctHJLWUZs_pers,R_3az6egctHJLWUZs,S1,persuasive,5,0.826,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3bESiUd0vgBlyeZ_notpers,R_3bESiUd0vgBlyeZ,S1,not_persuasive,5,0.748,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3bESiUd0vgBlyeZ_pers,R_3bESiUd0vgBlyeZ,S1,persuasive,5,0.734,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3byFF8M8RGAh3MJ_notpers,R_3byFF8M8RGAh3MJ,S1,not_persuasive,5,0.834,substantive,offt_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
S1_R_3byFF8M8RGAh3MJ_pers,R_3byFF8M8RGAh3MJ,S1,persuasive,5,0.89,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
S1_R_3c2sWgrKx8E8ZYq_pers,R_3c2sWgrKx8E8ZYq,S1,persuasive,5,0.772,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3ci3UH5DACQBJwK_notpers,R_3ci3UH5DACQBJwK,S1,not_persuasive,5,0.862,substantive,trst_neg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
S1_R_3ci3UH5DACQBJwK_pers,R_3ci3UH5DACQBJwK,S1,persuasive,5,0.892,substantive,evid_pos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3czpw4j8bEoBp8B_notpers,R_3czpw4j8bEoBp8B,S1,not_persuasive,5,0.798,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3czpw4j8bEoBp8B_pers,R_3czpw4j8bEoBp8B,S1,persuasive,5,0.676,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3d2Ogky1aAfgda1_notpers,R_3d2Ogky1aAfgda1,S1,not_persuasive,5,0.75,substantive,mech_neg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1_R_3d2Ogky1aAfgda1_pers,R_3d2Ogky1aAfgda1,S1,persuasive,5,0.832,substantive,evid_pos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3d5kyeGkbsa2vxD_notpers,R_3d5kyeGkbsa2vxD,S1,not_persuasive,5,0.842,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3d5kyeGkbsa2vxD_pers,R_3d5kyeGkbsa2vxD,S1,persuasive,5,0.778,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S1_R_3d79HvlJZhycE6t_notpers,R_3d79HvlJZhycE6t,S1,not_persuasive,5,0.722,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3d79HvlJZhycE6t_pers,R_3d79HvlJZhycE6t,S1,persuasive,5,0.832,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3dArkk8rahUX1kJ_notpers,R_3dArkk8rahUX1kJ,S1,not_persuasive,5,0.904,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3dArkk8rahUX1kJ_pers,R_3dArkk8rahUX1kJ,S1,persuasive,5,0.78,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_3dEcWBFsGRQEidI_notpers,R_3dEcWBFsGRQEidI,S1,not_persuasive,5,0.83,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3dEcWBFsGRQEidI_pers,R_3dEcWBFsGRQEidI,S1,persuasive,5,0.704,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3dc9Dq9OwuZY8iw_notpers,R_3dc9Dq9OwuZY8iw,S1,not_persuasive,5,0.714,substantive,conx_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_3dc9Dq9OwuZY8iw_pers,R_3dc9Dq9OwuZY8iw,S1,persuasive,5,0.94,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3dfPPk37hbWQxOU_notpers,R_3dfPPk37hbWQxOU,S1,not_persuasive,5,0.876,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S1_R_3dfPPk37hbWQxOU_pers,R_3dfPPk37hbWQxOU,S1,persuasive,5,0.872,substantive,bias_neg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S1_R_3dnftJP5UBPeFS9_notpers,R_3dnftJP5UBPeFS9,S1,not_persuasive,5,0.966,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3dnftJP5UBPeFS9_pers,R_3dnftJP5UBPeFS9,S1,persuasive,5,0.844,substantive,lack_neg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
S1_R_3dojKFQp3YwBWzc_notpers,R_3dojKFQp3YwBWzc,S1,not_persuasive,5,0.872,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_3dojKFQp3YwBWzc_pers,R_3dojKFQp3YwBWzc,S1,persuasive,5,0.738,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_3dpi61s3bpfXKRL_notpers,R_3dpi61s3bpfXKRL,S1,not_persuasive,5,0.872,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
